数据量:1534
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0026		0.0000		3961.966		1.722		0.025		0.013082		0.040
0.010		0.0059		0.0000		3961.963		1.726		0.025		0.029606		0.080
0.010		0.0091		0.0000		3961.960		1.729		0.025		0.045441		0.120
0.010		0.0123		0.0000		3961.957		1.732		0.025		0.061277		0.160
0.010		0.0156		0.0000		3961.953		1.735		0.025		0.077801		0.200
0.012		0.0187		0.0000		3961.950		1.739		0.030		0.093637		0.240
0.012		0.0222		0.0000		3961.947		1.742		0.030		0.110849		0.280
0.012		0.0256		0.0000		3961.943		1.745		0.030		0.128061		0.320
0.014		0.0293		0.0000		3961.939		1.749		0.035		0.146651		0.360
0.014		0.0329		0.0000		3961.936		1.753		0.035		0.164552		0.400
0.014		0.0359		0.0000		3961.933		1.756		0.035		0.179699		0.440
0.016		0.0392		0.0000		3961.930		1.759		0.040		0.196223		0.480
0.016		0.0425		0.0000		3961.926		1.762		0.040		0.212747		0.520
0.016		0.0457		0.0000		3961.923		1.766		0.040		0.228582		0.560
0.018		0.0490		0.0000		3961.920		1.769		0.045		0.245106		0.600
0.018		0.0522		0.0000		3961.917		1.772		0.045		0.260942		0.640
0.020		0.0554		0.0000		3961.914		1.775		0.050		0.276777		0.680
0.020		0.0589		0.0000		3961.910		1.779		0.050		0.294678		0.720
0.022		0.0625		0.0000		3961.906		1.782		0.055		0.312579		0.760
0.024		0.0662		0.0000		3961.903		1.786		0.060		0.331169		0.800
0.026		0.0694		0.0000		3961.899		1.789		0.065		0.347005		0.840
0.026		0.0726		0.0000		3961.896		1.792		0.065		0.362840		0.880
0.028		0.0759		0.0000		3961.893		1.796		0.070		0.379364		0.920
0.030		0.0790		0.0000		3961.890		1.799		0.075		0.395199		0.960
0.032		0.0822		0.0000		3961.887		1.802		0.080		0.411035		1.000
0.034		0.0856		0.0000		3961.883		1.806		0.085		0.428247		1.040
0.036		0.0888		0.0000		3961.880		1.809		0.090		0.444083		1.080
0.038		0.0923		0.0000		3961.877		1.812		0.095		0.461295		1.120
0.040		0.0958		0.0000		3961.873		1.816		0.100		0.479196		1.160
0.044		0.0996		0.0000		3961.869		1.819		0.110		0.497786		1.200
0.046		0.1027		0.0000		3961.866		1.823		0.115		0.513622		1.240
0.050		0.1060		0.0000		3961.863		1.826		0.125		0.530145		1.280
0.054		0.1093		0.0000		3961.860		1.829		0.135		0.546669		1.320
0.058		0.1125		0.0000		3961.856		1.832		0.145		0.562505		1.360
0.062		0.1158		0.0000		3961.853		1.836		0.155		0.579029		1.400
0.066		0.1190		0.0000		3961.850		1.839		0.165		0.594864		1.440
