数据量:1513
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0000		0.0000		3961.940		1.474		0.025		0.000000		0.040
0.010		0.0034		0.0000		3961.937		1.478		0.025		0.017213		0.080
0.012		0.0066		0.0000		3961.934		1.481		0.030		0.033048		0.120
0.012		0.0099		0.0000		3961.930		1.484		0.030		0.049572		0.160
0.014		0.0132		0.0000		3961.927		1.487		0.035		0.066096		0.200
0.016		0.0164		0.0000		3961.924		1.490		0.040		0.081931		0.240
0.018		0.0197		0.0000		3961.921		1.494		0.045		0.098456		0.280
0.020		0.0229		0.0000		3961.917		1.497		0.050		0.114291		0.320
0.022		0.0260		0.0000		3961.914		1.500		0.055		0.130126		0.360
0.024		0.0295		0.0000		3961.911		1.504		0.060		0.147339		0.400
0.026		0.0332		0.0000		3961.907		1.507		0.065		0.165929		0.440
0.030		0.0369		0.0000		3961.903		1.511		0.075		0.184518		0.480
0.034		0.0401		0.0000		3961.900		1.514		0.085		0.200353		0.520
0.036		0.0432		0.0000		3961.897		1.517		0.090		0.216189		0.560
0.040		0.0465		0.0000		3961.894		1.521		0.100		0.232713		0.600
0.044		0.0498		0.0000		3961.890		1.524		0.110		0.249237		0.640
0.048		0.0530		0.0000		3961.887		1.527		0.120		0.265073		0.680
0.052		0.0562		0.0000		3961.884		1.530		0.130		0.280908		0.720
0.056		0.0595		0.0000		3961.881		1.534		0.140		0.297432		0.760
0.062		0.0628		0.0000		3961.877		1.537		0.155		0.313956		0.800
0.068		0.0664		0.0000		3961.874		1.540		0.170		0.331857		0.840
0.074		0.0701		0.0000		3961.870		1.544		0.185		0.350446		0.880
0.080		0.0735		0.0000		3961.867		1.548		0.200		0.367659		0.920
0.086		0.0767		0.0000		3961.864		1.551		0.215		0.383494		0.960
0.094		0.0799		0.0000		3961.860		1.554		0.235		0.399330		1.000
0.100		0.0832		0.0000		3961.857		1.557		0.250		0.415854		1.040
0.106		0.0865		0.0000		3961.854		1.561		0.265		0.432378		1.080
0.114		0.0896		0.0000		3961.851		1.564		0.285		0.448213		1.120
0.122		0.0928		0.0000		3961.847		1.567		0.305		0.464049		1.160
