数据量:581
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0026		0.0000		877.026		0.907		0.025		0.013081		0.040
0.010		0.0058		0.0000		877.023		0.910		0.025		0.028917		0.080
0.010		0.0090		0.0000		877.020		0.913		0.025		0.044752		0.120
0.010		0.0123		0.0000		877.016		0.916		0.025		0.061277		0.160
0.012		0.0158		0.0000		877.013		0.920		0.030		0.079178		0.200
0.012		0.0196		0.0000		877.009		0.924		0.030		0.097767		0.240
0.012		0.0230		0.0000		877.006		0.927		0.030		0.114979		0.280
0.012		0.0263		0.0000		877.002		0.930		0.030		0.131503		0.320
0.014		0.0295		0.0000		876.999		0.934		0.035		0.147339		0.360
0.014		0.0326		0.0000		876.996		0.937		0.035		0.163175		0.400
0.014		0.0361		0.0000		876.993		0.940		0.035		0.180387		0.440
0.014		0.0392		0.0000		876.989		0.943		0.035		0.196222		0.480
0.016		0.0424		0.0000		876.986		0.947		0.040		0.212058		0.520
0.016		0.0457		0.0000		876.983		0.950		0.040		0.228582		0.560
0.016		0.0492		0.0000		876.979		0.953		0.040		0.245794		0.600
0.018		0.0526		0.0000		876.976		0.957		0.045		0.263007		0.640
0.018		0.0565		0.0000		876.972		0.961		0.045		0.282285		0.680
0.020		0.0598		0.0000		876.969		0.964		0.050		0.298809		0.720
0.020		0.0629		0.0000		876.966		0.967		0.050		0.314645		0.760
0.022		0.0661		0.0000		876.963		0.970		0.055		0.330480		0.800
0.022		0.0694		0.0000		876.959		0.974		0.055		0.347004		0.840
0.024		0.0727		0.0000		876.956		0.977		0.060		0.363528		0.880
0.026		0.0759		0.0000		876.953		0.980		0.065		0.379364		0.920
0.026		0.0790		0.0000		876.950		0.983		0.065		0.395199		0.960
0.028		0.0823		0.0000		876.946		0.986		0.070		0.411723		1.000
0.028		0.0859		0.0000		876.943		0.990		0.070		0.429624		1.040
0.030		0.0898		0.0000		876.939		0.994		0.075		0.448902		1.080
0.032		0.0932		0.0000		876.935		0.997		0.080		0.466115		1.120
0.034		0.0964		0.0000		876.932		1.001		0.085		0.481950		1.160
0.036		0.0996		0.0000		876.929		1.004		0.090		0.497785		1.200
0.038		0.1027		0.0000		876.926		1.007		0.095		0.513621		1.240
