数据量:1029
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0000		0.0000		876.918		2.704		0.025		0.000000		0.040
0.010		0.0034		0.0000		876.914		2.708		0.025		0.017213		0.080
0.012		0.0067		0.0000		876.911		2.711		0.030		0.033736		0.120
0.012		0.0105		0.0000		876.907		2.715		0.030		0.052326		0.160
0.014		0.0142		0.0000		876.904		2.719		0.035		0.070915		0.200
0.016		0.0174		0.0000		876.900		2.722		0.040		0.086751		0.240
0.018		0.0207		0.0000		876.897		2.725		0.045		0.103276		0.280
0.022		0.0238		0.0000		876.894		2.728		0.055		0.119110		0.320
0.024		0.0271		0.0000		876.891		2.732		0.060		0.135635		0.360
0.026		0.0303		0.0000		876.888		2.735		0.065		0.151470		0.400
0.030		0.0336		0.0000		876.884		2.738		0.075		0.167994		0.440
0.032		0.0368		0.0000		876.881		2.741		0.080		0.183830		0.480
0.036		0.0401		0.0000		876.878		2.744		0.090		0.200354		0.520
0.040		0.0437		0.0000		876.874		2.748		0.100		0.218254		0.560
0.044		0.0474		0.0000		876.870		2.752		0.110		0.236844		0.600
0.048		0.0507		0.0000		876.867		2.755		0.120		0.253369		0.640
0.054		0.0540		0.0000		876.864		2.758		0.135		0.269892		0.680
0.058		0.0573		0.0000		876.861		2.762		0.145		0.286416		0.720
0.062		0.0605		0.0000		876.857		2.765		0.155		0.302252		0.760
0.068		0.0638		0.0000		876.854		2.768		0.170		0.318776		0.800
0.074		0.0669		0.0000		876.851		2.771		0.185		0.334611		0.840
0.080		0.0702		0.0000		876.848		2.775		0.200		0.351136		0.880
0.086		0.0734		0.0000		876.844		2.778		0.215		0.366970		0.920
0.092		0.0770		0.0000		876.841		2.781		0.230		0.384872		0.960
0.100		0.0806		0.0000		876.837		2.785		0.250		0.402772		1.000
0.108		0.0843		0.0000		876.834		2.789		0.270		0.421362		1.040
0.116		0.0874		0.0000		876.830		2.792		0.290		0.437198		1.080
0.124		0.0906		0.0000		876.827		2.795		0.310		0.453033		1.120
0.132		0.0939		0.0000		876.824		2.798		0.330		0.469557		1.160
0.140		0.0971		0.0000		876.821		2.802		0.350		0.485393		1.200
0.148		0.1004		0.0000		876.817		2.805		0.370		0.501916		1.240
0.158		0.1036		0.0000		876.814		2.808		0.395		0.517752		1.280
0.166		0.1069		0.0000		876.811		2.811		0.415		0.534276		1.320
0.176		0.1102		0.0000		876.808		2.815		0.440		0.550801		1.360
0.186		0.1139		0.0000		876.804		2.818		0.465		0.569390		1.400
0.196		0.1175		0.0000		876.800		2.822		0.490		0.587291		1.440
0.208		0.1208		0.0000		876.797		2.825		0.520		0.603815		1.480
0.220		0.1241		0.0000		876.794		2.828		0.550		0.620339		1.520
0.230		0.1272		0.0000		876.791		2.832		0.575		0.636175		1.560
0.240		0.1305		0.0000		876.787		2.835		0.600		0.652698		1.600
0.252		0.1337		0.0000		876.784		2.838		0.630		0.668534		1.640
0.264		0.1370		0.0000		876.781		2.841		0.660		0.685058		1.680
0.274		0.1402		0.0000		876.778		2.845		0.685		0.700893		1.720
0.286		0.1435		0.0000		876.774		2.848		0.715		0.717417		1.760
0.298		0.1471		0.0000		876.771		2.851		0.745		0.735319		1.800
0.310		0.1506		0.0000		876.767		2.855		0.775		0.753219		1.840
0.322		0.1542		0.0000		876.764		2.859		0.805		0.771121		1.880
0.336		0.1574		0.0000		876.760		2.862		0.840		0.786955		1.920
0.348		0.1607		0.0000		876.757		2.865		0.870		0.803480		1.960
0.358		0.1639		0.0000		876.754		2.868		0.895		0.819315		2.000
0.370		0.1670		0.0000		876.751		2.871		0.925		0.835150		2.040
0.384		0.1703		0.0000		876.747		2.875		0.960		0.851675		2.080
0.398		0.1736		0.0000		876.744		2.878		0.995		0.868199		2.120
0.414		0.1768		0.0000		876.741		2.881		1.035		0.884035		2.160
0.430		0.1804		0.0000		876.737		2.885		1.075		0.901935		2.200
0.446		0.1838		0.0000		876.734		2.888		1.115		0.919148		2.240
0.464		0.1875		0.0000		876.730		2.892		1.160		0.937737		2.280
0.482		0.1909		0.0000		876.727		2.895		1.205		0.954261		2.320
0.498		0.1940		0.0000		876.724		2.898		1.245		0.970097		2.360
0.514		0.1973		0.0000		876.721		2.902		1.285		0.986621		2.400
0.530		0.2005		0.0000		876.717		2.905		1.325		1.002456		2.440
0.546		0.2038		0.0000		876.714		2.908		1.365		1.018981		2.480
0.564		0.2070		0.0000		876.711		2.911		1.410		1.034815		2.520
0.580		0.2101		0.0000		876.708		2.915		1.450		1.050651		2.560
0.596		0.2137		0.0000		876.704		2.918		1.490		1.068553		2.600
0.612		0.2173		0.0000		876.701		2.922		1.530		1.086453		2.640
0.628		0.2210		0.0000		876.697		2.925		1.570		1.105043		2.680
0.644		0.2242		0.0000		876.694		2.929		1.610		1.120878		2.720
0.658		0.2275		0.0000		876.690		2.932		1.645		1.137402		2.760
0.674		0.2306		0.0000		876.687		2.935		1.685		1.153238		2.800
0.690		0.2340		0.0000		876.684		2.938		1.725		1.169761		2.840
0.708		0.2371		0.0000		876.681		2.942		1.770		1.185597		2.880
0.724		0.2403		0.0000		876.678		2.945		1.810		1.201433		2.920
0.742		0.2436		0.0000		876.674		2.948		1.855		1.217957		2.960
0.760		0.2469		0.0000		876.671		2.951		1.900		1.234481		3.000
0.778		0.2505		0.0000		876.667		2.955		1.945		1.252382		3.040
0.796		0.2542		0.0000		876.664		2.959		1.990		1.270971		3.080
0.818		0.2576		0.0000		876.660		2.962		2.045		1.288184		3.120
0.838		0.2608		0.0000		876.657		2.965		2.095		1.304020		3.160
0.858		0.2641		0.0000		876.654		2.969		2.145		1.320543		3.200
0.876		0.2673		0.0000		876.651		2.972		2.190		1.336379		3.240
0.896		0.2706		0.0000		876.647		2.975		2.240		1.352903		3.280
0.914		0.2737		0.0000		876.644		2.978		2.285		1.368738		3.320
0.934		0.2769		0.0000		876.641		2.981		2.335		1.384574		3.360
0.952		0.2802		0.0000		876.638		2.985		2.380		1.401098		3.400
0.972		0.2838		0.0000		876.634		2.988		2.430		1.418998		3.440
0.994		0.2874		0.0000		876.630		2.992		2.485		1.436900		3.480
1.016		0.2910		0.0000		876.627		2.995		2.540		1.454800		3.520
1.040		0.2943		0.0000		876.624		2.999		2.600		1.471325		3.560
1.064		0.2974		0.0000		876.620		3.002		2.660		1.487160		3.600
1.086		0.3007		0.0000		876.617		3.005		2.715		1.503685		3.640
1.108		0.3039		0.0000		876.614		3.008		2.770		1.519520		3.680
1.130		0.3071		0.0000		876.611		3.011		2.825		1.535355		3.720
1.152		0.3104		0.0000		876.607		3.015		2.880		1.551880		3.760
1.176		0.3137		0.0000		876.604		3.018		2.940		1.568403		3.800
1.200		0.3170		0.0000		876.601		3.021		3.000		1.584927		3.840
1.224		0.3207		0.0000		876.597		3.025		3.060		1.603516		3.880
1.250		0.3243		0.0000		876.594		3.029		3.125		1.621418		3.920
1.276		0.3276		0.0000		876.590		3.032		3.190		1.637942		3.960
1.304		0.3309		0.0000		876.587		3.035		3.260		1.654466		4.000
1.330		0.3341		0.0000		876.584		3.038		3.325		1.670301		4.040
1.356		0.3374		0.0000		876.580		3.042		3.390		1.686826		4.080
1.382		0.3405		0.0000		876.577		3.045		3.455		1.702660		4.120
1.406		0.3437		0.0000		876.574		3.048		3.515		1.718496		4.160
1.434		0.3470		0.0000		876.571		3.051		3.585		1.735021		4.200
