数据量:1121
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0030		0.0000		878.197		1.755		0.025		0.015147		0.040
0.012		0.0062		0.0000		878.194		1.758		0.030		0.030982		0.080
0.014		0.0094		0.0000		878.191		1.761		0.035		0.046818		0.120
0.016		0.0125		0.0000		878.188		1.764		0.040		0.062653		0.160
0.018		0.0158		0.0000		878.185		1.767		0.045		0.079178		0.200
0.020		0.0191		0.0000		878.181		1.771		0.050		0.095702		0.240
0.022		0.0223		0.0000		878.178		1.774		0.055		0.111537		0.280
0.024		0.0255		0.0000		878.175		1.777		0.060		0.127373		0.320
0.028		0.0289		0.0000		878.171		1.780		0.070		0.144585		0.360
0.032		0.0325		0.0000		878.168		1.784		0.080		0.162486		0.400
0.034		0.0361		0.0000		878.164		1.788		0.085		0.180387		0.440
0.040		0.0395		0.0000		878.161		1.791		0.100		0.197600		0.480
0.042		0.0428		0.0000		878.158		1.794		0.105		0.214124		0.520
0.048		0.0460		0.0000		878.154		1.798		0.120		0.229959		0.560
0.054		0.0493		0.0000		878.151		1.801		0.135		0.246483		0.600
0.058		0.0525		0.0000		878.148		1.804		0.145		0.262319		0.640
0.064		0.0558		0.0000		878.145		1.807		0.160		0.278842		0.680
0.070		0.0589		0.0000		878.141		1.810		0.175		0.294678		0.720
0.076		0.0622		0.0000		878.138		1.814		0.190		0.311202		0.760
0.082		0.0658		0.0000		878.135		1.817		0.205		0.329103		0.800
0.092		0.0695		0.0000		878.131		1.821		0.230		0.347692		0.840
0.100		0.0730		0.0000		878.127		1.825		0.250		0.364905		0.880
0.110		0.0761		0.0000		878.124		1.828		0.275		0.380741		0.920
0.118		0.0795		0.0000		878.121		1.831		0.295		0.397264		0.960
0.124		0.0826		0.0000		878.118		1.834		0.310		0.413100		1.000
0.136		0.0859		0.0000		878.114		1.837		0.340		0.429624		1.040
0.146		0.0892		0.0000		878.111		1.841		0.365		0.446148		1.080
0.152		0.0923		0.0000		878.108		1.844		0.380		0.461295		1.120
0.166		0.0956		0.0000		878.105		1.847		0.415		0.477819		1.160
0.176		0.0990		0.0000		878.101		1.851		0.440		0.495031		1.200
0.188		0.1029		0.0000		878.097		1.854		0.470		0.514309		1.240
0.200		0.1063		0.0000		878.094		1.858		0.500		0.531522		1.280
0.214		0.1096		0.0000		878.091		1.861		0.535		0.548046		1.320
0.226		0.1128		0.0000		878.088		1.864		0.565		0.563881		1.360
0.238		0.1161		0.0000		878.084		1.868		0.595		0.580406		1.400
0.250		0.1192		0.0000		878.081		1.871		0.625		0.596241		1.440
0.262		0.1226		0.0000		878.078		1.874		0.655		0.612765		1.480
0.274		0.1257		0.0000		878.075		1.877		0.685		0.628601		1.520
0.286		0.1289		0.0000		878.071		1.880		0.715		0.644436		1.560
0.298		0.1323		0.0000		878.068		1.884		0.745		0.661649		1.600
0.310		0.1359		0.0000		878.064		1.887		0.775		0.679550		1.640
0.324		0.1396		0.0000		878.061		1.891		0.810		0.698139		1.680
0.338		0.1429		0.0000		878.057		1.894		0.845		0.714663		1.720
0.350		0.1462		0.0000		878.054		1.898		0.875		0.731187		1.760
0.362		0.1494		0.0000		878.051		1.901		0.905		0.747023		1.800
0.370		0.1527		0.0000		878.048		1.904		0.925		0.763547		1.840
0.388		0.1559		0.0000		878.044		1.907		0.970		0.779382		1.880
0.402		0.1592		0.0000		878.041		1.911		1.005		0.795906		1.920
0.418		0.1623		0.0000		878.038		1.914		1.045		0.811741		1.960
0.434		0.1657		0.0000		878.035		1.917		1.085		0.828266		2.000
0.450		0.1692		0.0000		878.031		1.921		1.125		0.846167		2.040
0.466		0.1728		0.0000		878.028		1.924		1.165		0.864068		2.080
0.484		0.1764		0.0000		878.024		1.928		1.210		0.881969		2.120
0.504		0.1797		0.0000		878.021		1.931		1.260		0.898492		2.160
0.520		0.1829		0.0000		878.018		1.934		1.300		0.914328		2.200
0.538		0.1860		0.0000		878.014		1.938		1.345		0.930163		2.240
0.554		0.1893		0.0000		878.011		1.941		1.385		0.946687		2.280
0.570		0.1925		0.0000		878.008		1.944		1.425		0.962523		2.320
0.586		0.1957		0.0000		878.005		1.947		1.465		0.978358		2.360
0.602		0.1991		0.0000		878.001		1.951		1.505		0.995571		2.400
0.618		0.2026		0.0000		877.998		1.954		1.545		1.012784		2.440
0.632		0.2061		0.0000		877.994		1.958		1.580		1.030685		2.480
0.646		0.2099		0.0000		877.990		1.961		1.615		1.049274		2.520
0.662		0.2130		0.0000		877.987		1.965		1.655		1.065109		2.560
0.678		0.2162		0.0000		877.984		1.968		1.695		1.080945		2.600
0.694		0.2195		0.0000		877.981		1.971		1.735		1.097469		2.640
0.710		0.2227		0.0000		877.978		1.974		1.775		1.113304		2.680
0.728		0.2258		0.0000		877.975		1.977		1.820		1.129140		2.720
0.746		0.2291		0.0000		877.971		1.981		1.865		1.145664		2.760
0.762		0.2324		0.0000		877.968		1.984		1.905		1.162188		2.800
0.780		0.2357		0.0000		877.965		1.987		1.950		1.178712		2.840
0.798		0.2395		0.0000		877.961		1.991		1.995		1.197302		2.880
0.818		0.2430		0.0000		877.957		1.995		2.045		1.215203		2.920
0.840		0.2465		0.0000		877.954		1.998		2.100		1.232415		2.960
0.860		0.2497		0.0000		877.951		2.001		2.150		1.248250		3.000
0.878		0.2528		0.0000		877.948		2.004		2.195		1.264086		3.040
0.896		0.2561		0.0000		877.944		2.008		2.240		1.280611		3.080
0.916		0.2593		0.0000		877.941		2.011		2.290		1.296445		3.120
0.934		0.2626		0.0000		877.938		2.014		2.335		1.312970		3.160
0.954		0.2658		0.0000		877.935		2.017		2.385		1.328804		3.200
0.972		0.2691		0.0000		877.931		2.021		2.430		1.345329		3.240
0.992		0.2726		0.0000		877.928		2.024		2.480		1.363230		3.280
1.014		0.2764		0.0000		877.924		2.028		2.535		1.381819		3.320
1.036		0.2798		0.0000		877.921		2.031		2.590		1.399032		3.360
1.060		0.2831		0.0000		877.917		2.035		2.650		1.415555		3.400
1.080		0.2863		0.0000		877.914		2.038		2.700		1.431391		3.440
1.102		0.2896		0.0000		877.911		2.041		2.755		1.447916		3.480
1.122		0.2926		0.0000		877.908		2.044		2.805		1.463063		3.520
1.144		0.2961		0.0000		877.904		2.048		2.860		1.480275		3.560
1.166		0.2992		0.0000		877.901		2.051		2.915		1.496111		3.600
1.188		0.3024		0.0000		877.898		2.054		2.970		1.511946		3.640
1.210		0.3060		0.0000		877.894		2.058		3.025		1.529847		3.680
1.236		0.3097		0.0000		877.891		2.061		3.090		1.548437		3.720
1.262		0.3131		0.0000		877.887		2.065		3.155		1.565650		3.760
1.288		0.3164		0.0000		877.884		2.068		3.220		1.582173		3.800
1.314		0.3197		0.0000		877.881		2.071		3.285		1.598697		3.840
1.338		0.3228		0.0000		877.878		2.074		3.345		1.613845		3.880
1.362		0.3262		0.0000		877.874		2.078		3.405		1.631056		3.920
1.386		0.3292		0.0000		877.871		2.081		3.465		1.646204		3.960
1.410		0.3325		0.0000		877.868		2.084		3.525		1.662728		4.000
1.436		0.3357		0.0000		877.865		2.087		3.590		1.678563		4.040
1.460		0.3390		0.0000		877.861		2.091		3.650		1.695087		4.080
1.484		0.3429		0.0000		877.857		2.094		3.710		1.714365		4.120
1.512		0.3466		0.0000		877.854		2.098		3.780		1.732955		4.160
1.540		0.3499		0.0000		877.850		2.101		3.850		1.749479		4.200
1.568		0.3531		0.0000		877.847		2.105		3.920		1.765314		4.240
1.594		0.3562		0.0000		877.844		2.108		3.985		1.781150		4.280
1.618		0.3594		0.0000		877.841		2.111		4.045		1.796985		4.320
1.644		0.3627		0.0000		877.838		2.114		4.110		1.813509		4.360
1.668		0.3660		0.0000		877.834		2.118		4.170		1.830033		4.400
1.694		0.3692		0.0000		877.831		2.121		4.235		1.845869		4.440
1.720		0.3725		0.0000		877.828		2.124		4.300		1.862392		4.480
1.746		0.3761		0.0000		877.824		2.128		4.365		1.880294		4.520
1.772		0.3798		0.0000		877.821		2.131		4.430		1.898884		4.560
1.802		0.3832		0.0000		877.817		2.135		4.505		1.916095		4.600
1.832		0.3865		0.0000		877.814		2.138		4.580		1.932620		4.640
1.860		0.3896		0.0000		877.811		2.141		4.650		1.947767		4.680
1.884		0.3929		0.0000		877.807		2.144		4.710		1.964290		4.720
1.910		0.3962		0.0000		877.804		2.148		4.775		1.980815		4.760
1.936		0.3993		0.0000		877.801		2.151		4.840		1.996650		4.800
1.962		0.4025		0.0000		877.798		2.154		4.905		2.012485		4.840
1.988		0.4057		0.0000		877.795		2.157		4.970		2.028321		4.880
2.014		0.4092		0.0000		877.791		2.161		5.035		2.046221		4.920
2.042		0.4131		0.0000		877.787		2.165		5.105		2.065500		4.960
