数据量:1570
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0012		0.0000		3961.956		1.977		0.025		0.006196		0.040
0.010		0.0045		0.0000		3961.952		1.981		0.025		0.022720		0.080
0.010		0.0077		0.0000		3961.949		1.984		0.025		0.038556		0.120
0.012		0.0112		0.0000		3961.946		1.987		0.030		0.055768		0.160
0.012		0.0147		0.0000		3961.942		1.991		0.030		0.073670		0.200
0.014		0.0185		0.0000		3961.938		1.995		0.035		0.092259		0.240
0.016		0.0218		0.0000		3961.935		1.998		0.040		0.108783		0.280
0.016		0.0249		0.0000		3961.932		2.001		0.040		0.124618		0.320
0.018		0.0282		0.0000		3961.928		2.004		0.045		0.141142		0.360
0.020		0.0314		0.0000		3961.925		2.008		0.050		0.156978		0.400
0.022		0.0347		0.0000		3961.922		2.011		0.055		0.173501		0.440
0.024		0.0379		0.0000		3961.919		2.014		0.060		0.189337		0.480
0.026		0.0410		0.0000		3961.916		2.017		0.065		0.205173		0.520
0.030		0.0443		0.0000		3961.912		2.020		0.075		0.221696		0.560
0.032		0.0481		0.0000		3961.909		2.024		0.080		0.240286		0.600
0.036		0.0518		0.0000		3961.905		2.028		0.090		0.258875		0.640
0.040		0.0552		0.0000		3961.902		2.031		0.100		0.276088		0.680
0.044		0.0584		0.0000		3961.898		2.035		0.110		0.291924		0.720
0.048		0.0616		0.0000		3961.895		2.038		0.120		0.307760		0.760
0.054		0.0649		0.0000		3961.892		2.041		0.135		0.324283		0.800
0.058		0.0680		0.0000		3961.889		2.044		0.145		0.340119		0.840
0.062		0.0712		0.0000		3961.885		2.047		0.155		0.355955		0.880
0.068		0.0745		0.0000		3961.882		2.051		0.170		0.372478		0.920
0.074		0.0778		0.0000		3961.879		2.054		0.185		0.389002		0.960
0.080		0.0812		0.0000		3961.875		2.057		0.200		0.406215		1.000
0.086		0.0850		0.0000		3961.872		2.061		0.215		0.424804		1.040
0.092		0.0885		0.0000		3961.868		2.065		0.230		0.442706		1.080
0.100		0.0917		0.0000		3961.865		2.068		0.250		0.458540		1.120
0.108		0.0950		0.0000		3961.862		2.071		0.270		0.475065		1.160
0.114		0.0982		0.0000		3961.859		2.074		0.285		0.490901		1.200
0.122		0.1015		0.0000		3961.855		2.078		0.305		0.507424		1.240
0.130		0.1047		0.0000		3961.852		2.081		0.325		0.523260		1.280
0.140		0.1080		0.0000		3961.849		2.084		0.350		0.539784		1.320
0.148		0.1111		0.0000		3961.846		2.087		0.370		0.555620		1.360
0.156		0.1146		0.0000		3961.842		2.091		0.390		0.572832		1.400
0.166		0.1181		0.0000		3961.839		2.094		0.415		0.590733		1.440
0.178		0.1220		0.0000		3961.835		2.098		0.445		0.610011		1.480
0.188		0.1252		0.0000		3961.832		2.101		0.470		0.625846		1.520
0.200		0.1283		0.0000		3961.828		2.104		0.500		0.641682		1.560
0.210		0.1316		0.0000		3961.825		2.108		0.525		0.658206		1.600
0.222		0.1348		0.0000		3961.822		2.111		0.555		0.674041		1.640
0.232		0.1381		0.0000		3961.819		2.114		0.580		0.690566		1.680
0.244		0.1413		0.0000		3961.815		2.117		0.610		0.706400		1.720
0.256		0.1446		0.0000		3961.812		2.121		0.640		0.722925		1.760
0.268		0.1479		0.0000		3961.809		2.124		0.670		0.739449		1.800
0.280		0.1515		0.0000		3961.805		2.128		0.700		0.757350		1.840
0.294		0.1552		0.0000		3961.802		2.131		0.735		0.775940		1.880
0.308		0.1585		0.0000		3961.798		2.135		0.770		0.792463		1.920
0.324		0.1618		0.0000		3961.795		2.138		0.810		0.808987		1.960
0.338		0.1650		0.0000		3961.792		2.141		0.845		0.824823		2.000
0.350		0.1683		0.0000		3961.789		2.144		0.875		0.841346		2.040
0.364		0.1714		0.0000		3961.785		2.148		0.910		0.857182		2.080
0.378		0.1747		0.0000		3961.782		2.151		0.945		0.873706		2.120
0.392		0.1779		0.0000		3961.779		2.154		0.980		0.889542		2.160
0.406		0.1811		0.0000		3961.776		2.157		1.015		0.905377		2.200
0.420		0.1848		0.0000		3961.772		2.161		1.050		0.923967		2.240
0.436		0.1884		0.0000		3961.768		2.165		1.090		0.941867		2.280
0.454		0.1920		0.0000		3961.765		2.168		1.135		0.959769		2.320
0.476		0.1951		0.0000		3961.762		2.171		1.190		0.975605		2.360
0.494		0.1983		0.0000		3961.759		2.174		1.235		0.991439		2.400
0.512		0.2016		0.0000		3961.755		2.178		1.280		1.007964		2.440
0.532		0.2049		0.0000		3961.752		2.181		1.330		1.024488		2.480
0.550		0.2081		0.0000		3961.749		2.184		1.375		1.040323		2.520
0.568		0.2112		0.0000		3961.746		2.187		1.420		1.056159		2.560
0.586		0.2145		0.0000		3961.742		2.191		1.465		1.072683		2.600
0.604		0.2181		0.0000		3961.739		2.194		1.510		1.090584		2.640
0.622		0.2216		0.0000		3961.735		2.198		1.555		1.107796		2.680
0.640		0.2253		0.0000		3961.731		2.201		1.600		1.126385		2.720
0.658		0.2286		0.0000		3961.728		2.205		1.645		1.142910		2.760
0.676		0.2319		0.0000		3961.725		2.208		1.690		1.159434		2.800
0.692		0.2351		0.0000		3961.722		2.211		1.730		1.175269		2.840
0.706		0.2382		0.0000		3961.719		2.214		1.765		1.191105		2.880
0.722		0.2415		0.0000		3961.715		2.218		1.805		1.207629		2.920
0.738		0.2447		0.0000		3961.712		2.221		1.845		1.223465		2.960
0.754		0.2479		0.0000		3961.709		2.224		1.885		1.239300		3.000
0.772		0.2513		0.0000		3961.705		2.227		1.930		1.256512		3.040
0.792		0.2549		0.0000		3961.702		2.231		1.980		1.274413		3.080
0.814		0.2587		0.0000		3961.698		2.235		2.035		1.293691		3.120
0.836		0.2619		0.0000		3961.695		2.238		2.090		1.309527		3.160
0.860		0.2652		0.0000		3961.691		2.241		2.150		1.326051		3.200
0.880		0.2684		0.0000		3961.688		2.245		2.200		1.341886		3.240
0.900		0.2717		0.0000		3961.685		2.248		2.250		1.358411		3.280
0.922		0.2748		0.0000		3961.682		2.251		2.305		1.374245		3.320
0.942		0.2782		0.0000		3961.678		2.254		2.355		1.390770		3.360
0.964		0.2813		0.0000		3961.675		2.257		2.410		1.406606		3.400
0.984		0.2846		0.0000		3961.672		2.261		2.460		1.423129		3.440
1.006		0.2881		0.0000		3961.669		2.264		2.515		1.440342		3.480
1.030		0.2918		0.0000		3961.665		2.268		2.575		1.458932		3.520
1.056		0.2952		0.0000		3961.662		2.271		2.640		1.476144		3.560
1.080		0.2985		0.0000		3961.658		2.275		2.700		1.492668		3.600
1.104		0.3018		0.0000		3961.655		2.278		2.760		1.509191		3.640
1.126		0.3050		0.0000		3961.652		2.281		2.815		1.525027		3.680
1.150		0.3083		0.0000		3961.648		2.284		2.875		1.541551		3.720
1.172		0.3116		0.0000		3961.645		2.288		2.930		1.558076		3.760
1.196		0.3148		0.0000		3961.642		2.291		2.990		1.573911		3.800
1.220		0.3179		0.0000		3961.639		2.294		3.050		1.589746		3.840
1.246		0.3215		0.0000		3961.635		2.298		3.115		1.607648		3.880
1.272		0.3251		0.0000		3961.632		2.301		3.180		1.625548		3.920
1.302		0.3287		0.0000		3961.628		2.305		3.255		1.643450		3.960
1.332		0.3320		0.0000		3961.625		2.308		3.330		1.659973		4.000
1.360		0.3353		0.0000		3961.621		2.311		3.400		1.676497		4.040
1.386		0.3383		0.0000		3961.618		2.314		3.465		1.691645		4.080
1.414		0.3416		0.0000		3961.615		2.318		3.535		1.708168		4.120
1.440		0.3448		0.0000		3961.612		2.321		3.600		1.724004		4.160
1.466		0.3481		0.0000		3961.609		2.324		3.665		1.740528		4.200
1.494		0.3514		0.0000		3961.605		2.328		3.735		1.757051		4.240
1.522		0.3547		0.0000		3961.602		2.331		3.805		1.773576		4.280
1.550		0.3583		0.0000		3961.598		2.334		3.875		1.791477		4.320
1.580		0.3620		0.0000		3961.595		2.338		3.950		1.810066		4.360
1.612		0.3655		0.0000		3961.591		2.342		4.030		1.827279		4.400
1.644		0.3686		0.0000		3961.588		2.345		4.110		1.843114		4.440
1.674		0.3718		0.0000		3961.585		2.348		4.185		1.858950		4.480
1.702		0.3751		0.0000		3961.582		2.351		4.255		1.875474		4.520
1.732		0.3784		0.0000		3961.578		2.355		4.330		1.891997		4.560
1.762		0.3816		0.0000		3961.575		2.358		4.405		1.907833		4.600
1.792		0.3846		0.0000		3961.572		2.361		4.480		1.922980		4.640
1.822		0.3880		0.0000		3961.569		2.364		4.555		1.940193		4.680
1.852		0.3916		0.0000		3961.565		2.368		4.630		1.958094		4.720
1.884		0.3953		0.0000		3961.561		2.371		4.710		1.976684		4.760
1.918		0.3989		0.0000		3961.558		2.375		4.795		1.994584		4.800
1.954		0.4019		0.0000		3961.555		2.378		4.885		2.009731		4.840
1.986		0.4053		0.0000		3961.552		2.381		4.965		2.026256		4.880
2.014		0.4084		0.0000		3961.548		2.385		5.035		2.042090		4.920
2.044		0.4117		0.0000		3961.545		2.388		5.110		2.058615		4.960
2.074		0.4149		0.0000		3961.542		2.391		5.185		2.074451		5.000
2.106		0.4181		0.0000		3961.539		2.394		5.265		2.090285		5.040
2.136		0.4214		0.0000		3961.535		2.397		5.340		2.106810		5.080
2.166		0.4247		0.0000		3961.532		2.401		5.415		2.123334		5.120
2.198		0.4285		0.0000		3961.528		2.405		5.495		2.142612		5.160
2.232		0.4322		0.0000		3961.524		2.408		5.580		2.161202		5.200
2.268		0.4354		0.0000		3961.521		2.412		5.670		2.177036		5.240
2.302		0.4387		0.0000		3961.518		2.415		5.755		2.193561		5.280
2.332		0.4417		0.0000		3961.515		2.418		5.830		2.208708		5.320
2.362		0.4452		0.0000		3961.511		2.421		5.905		2.225921		5.360
2.394		0.4482		0.0000		3961.509		2.424		5.985		2.241067		5.400
2.426		0.4515		0.0000		3961.505		2.428		6.065		2.257591		5.440
2.456		0.4547		0.0000		3961.502		2.431		6.140		2.273427		5.480
2.488		0.4580		0.0000		3961.499		2.434		6.220		2.289950		5.520
2.520		0.4617		0.0000		3961.495		2.438		6.300		2.308540		5.560
2.554		0.4656		0.0000		3961.491		2.442		6.385		2.327818		5.600
2.592		0.4689		0.0000		3961.488		2.445		6.480		2.344342		5.640
