数据量:829
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0007		0.0000		876.956		2.048		0.025		0.003443		0.040
0.010		0.0039		0.0000		876.953		2.051		0.025		0.019279		0.080
0.012		0.0070		0.0000		876.950		2.054		0.030		0.035113		0.120
0.012		0.0103		0.0000		876.947		2.057		0.030		0.051638		0.160
0.014		0.0139		0.0000		876.943		2.061		0.035		0.069538		0.200
0.014		0.0176		0.0000		876.940		2.065		0.035		0.088128		0.240
0.016		0.0211		0.0000		876.936		2.068		0.040		0.105340		0.280
0.016		0.0244		0.0000		876.933		2.071		0.040		0.121864		0.320
0.018		0.0274		0.0000		876.930		2.074		0.045		0.137012		0.360
0.018		0.0308		0.0000		876.926		2.078		0.045		0.154223		0.400
0.020		0.0340		0.0000		876.923		2.081		0.050		0.170059		0.440
0.022		0.0373		0.0000		876.920		2.084		0.055		0.186584		0.480
0.022		0.0403		0.0000		876.917		2.087		0.055		0.201731		0.520
0.024		0.0437		0.0000		876.913		2.091		0.060		0.218254		0.560
0.026		0.0472		0.0000		876.910		2.094		0.065		0.236156		0.600
0.028		0.0509		0.0000		876.906		2.098		0.070		0.254745		0.640
0.030		0.0545		0.0000		876.903		2.101		0.075		0.272646		0.680
0.032		0.0577		0.0000		876.899		2.105		0.080		0.288482		0.720
0.034		0.0609		0.0000		876.896		2.108		0.085		0.304317		0.760
0.036		0.0642		0.0000		876.893		2.111		0.090		0.320841		0.800
0.038		0.0675		0.0000		876.890		2.114		0.095		0.337365		0.840
0.040		0.0706		0.0000		876.886		2.118		0.100		0.353200		0.880
0.044		0.0739		0.0000		876.883		2.121		0.110		0.369724		0.920
0.046		0.0771		0.0000		876.880		2.124		0.115		0.385560		0.960
0.050		0.0806		0.0000		876.877		2.127		0.125		0.402772		1.000
0.054		0.0841		0.0000		876.873		2.131		0.135		0.420673		1.040
0.058		0.0879		0.0000		876.869		2.135		0.145		0.439262		1.080
0.064		0.0912		0.0000		876.866		2.138		0.160		0.455787		1.120
0.068		0.0943		0.0000		876.863		2.141		0.170		0.471623		1.160
0.072		0.0975		0.0000		876.860		2.144		0.180		0.487458		1.200
0.078		0.1008		0.0000		876.856		2.148		0.195		0.503982		1.240
0.082		0.1041		0.0000		876.853		2.151		0.205		0.520506		1.280
0.088		0.1073		0.0000		876.850		2.154		0.220		0.536342		1.320
0.094		0.1104		0.0000		876.847		2.157		0.235		0.552177		1.360
0.100		0.1137		0.0000		876.843		2.161		0.250		0.568701		1.400
0.106		0.1173		0.0000		876.840		2.164		0.265		0.586601		1.440
0.112		0.1212		0.0000		876.836		2.168		0.280		0.605880		1.480
0.120		0.1246		0.0000		876.833		2.172		0.300		0.623093		1.520
0.128		0.1276		0.0000		876.829		2.175		0.320		0.638239		1.560
0.136		0.1310		0.0000		876.826		2.178		0.340		0.654763		1.600
0.142		0.1343		0.0000		876.823		2.181		0.355		0.671288		1.640
0.150		0.1374		0.0000		876.820		2.184		0.375		0.687122		1.680
0.158		0.1406		0.0000		876.817		2.188		0.395		0.702958		1.720
0.166		0.1438		0.0000		876.813		2.191		0.415		0.718794		1.760
0.174		0.1472		0.0000		876.810		2.194		0.435		0.736006		1.800
0.182		0.1506		0.0000		876.806		2.198		0.455		0.753219		1.840
0.192		0.1544		0.0000		876.803		2.201		0.480		0.771809		1.880
0.202		0.1578		0.0000		876.799		2.205		0.505		0.789021		1.920
0.212		0.1611		0.0000		876.796		2.208		0.530		0.805545		1.960
0.222		0.1644		0.0000		876.793		2.211		0.555		0.822068		2.000
0.232		0.1676		0.0000		876.790		2.214		0.580		0.837904		2.040
0.240		0.1709		0.0000		876.786		2.218		0.600		0.854429		2.080
0.250		0.1741		0.0000		876.783		2.221		0.625		0.870264		2.120
0.260		0.1772		0.0000		876.780		2.224		0.650		0.886099		2.160
0.270		0.1805		0.0000		876.777		2.227		0.675		0.902623		2.200
0.280		0.1840		0.0000		876.773		2.231		0.700		0.919836		2.240
0.292		0.1875		0.0000		876.770		2.234		0.730		0.937737		2.280
0.302		0.1913		0.0000		876.766		2.238		0.755		0.956327		2.320
0.314		0.1944		0.0000		876.763		2.241		0.785		0.972162		2.360
0.326		0.1977		0.0000		876.759		2.245		0.815		0.988686		2.400
0.336		0.2009		0.0000		876.756		2.248		0.840		1.004522		2.440
0.346		0.2042		0.0000		876.753		2.251		0.865		1.021045		2.480
0.358		0.2075		0.0000		876.750		2.254		0.895		1.037569		2.520
0.368		0.2105		0.0000		876.747		2.257		0.920		1.052717		2.560
0.380		0.2138		0.0000		876.743		2.261		0.950		1.069241		2.600
0.390		0.2172		0.0000		876.740		2.264		0.975		1.085764		2.640
0.402		0.2209		0.0000		876.736		2.268		1.005		1.104354		2.680
0.418		0.2245		0.0000		876.733		2.271		1.045		1.122255		2.720
0.434		0.2278		0.0000		876.729		2.275		1.085		1.138779		2.760
0.450		0.2312		0.0000		876.726		2.278		1.125		1.155992		2.800
0.464		0.2344		0.0000		876.723		2.281		1.160		1.171827		2.840
0.478		0.2375		0.0000		876.720		2.284		1.195		1.187662		2.880
0.494		0.2408		0.0000		876.716		2.288		1.235		1.204187		2.920
0.508		0.2441		0.0000		876.713		2.291		1.270		1.220710		2.960
0.522		0.2473		0.0000		876.710		2.294		1.305		1.236546		3.000
0.538		0.2505		0.0000		876.707		2.297		1.345		1.252382		3.040
0.552		0.2541		0.0000		876.703		2.301		1.380		1.270282		3.080
0.570		0.2578		0.0000		876.699		2.305		1.425		1.288872		3.120
0.586		0.2612		0.0000		876.696		2.308		1.465		1.306084		3.160
0.602		0.2645		0.0000		876.693		2.311		1.505		1.322608		3.200
0.618		0.2677		0.0000		876.689		2.315		1.545		1.338444		3.240
0.630		0.2710		0.0000		876.686		2.318		1.575		1.354967		3.280
0.644		0.2743		0.0000		876.683		2.321		1.610		1.371492		3.320
0.656		0.2773		0.0000		876.680		2.324		1.640		1.386639		3.360
0.670		0.2806		0.0000		876.677		2.328		1.675		1.403162		3.400
