数据量:1705
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0006		0.0000		3961.888		1.639		0.025		0.002754		0.040
0.010		0.0039		0.0000		3961.885		1.642		0.025		0.019279		0.080
0.012		0.0070		0.0000		3961.881		1.645		0.030		0.035114		0.120
0.014		0.0103		0.0000		3961.878		1.649		0.035		0.051638		0.160
0.016		0.0139		0.0000		3961.875		1.652		0.040		0.069539		0.200
0.018		0.0176		0.0000		3961.871		1.656		0.045		0.088128		0.240
0.022		0.0211		0.0000		3961.867		1.659		0.055		0.105341		0.280
0.024		0.0244		0.0000		3961.864		1.663		0.060		0.121865		0.320
0.028		0.0275		0.0000		3961.861		1.666		0.070		0.137700		0.360
0.030		0.0308		0.0000		3961.858		1.669		0.075		0.154224		0.400
0.034		0.0340		0.0000		3961.854		1.672		0.085		0.170060		0.440
0.038		0.0373		0.0000		3961.851		1.676		0.095		0.186584		0.480
0.042		0.0405		0.0000		3961.848		1.679		0.105		0.202419		0.520
0.046		0.0437		0.0000		3961.845		1.682		0.115		0.218255		0.560
0.050		0.0472		0.0000		3961.841		1.685		0.125		0.236156		0.600
0.054		0.0509		0.0000		3961.837		1.689		0.135		0.254745		0.640
0.060		0.0545		0.0000		3961.834		1.693		0.150		0.272647		0.680
0.068		0.0577		0.0000		3961.831		1.696		0.170		0.288482		0.720
0.074		0.0609		0.0000		3961.828		1.699		0.185		0.304317		0.760
0.080		0.0642		0.0000		3961.824		1.702		0.200		0.320841		0.800
0.086		0.0673		0.0000		3961.821		1.706		0.215		0.336677		0.840
0.094		0.0705		0.0000		3961.818		1.709		0.235		0.352512		0.880
0.102		0.0738		0.0000		3961.815		1.712		0.255		0.369036		0.920
0.110		0.0771		0.0000		3961.811		1.715		0.275		0.385560		0.960
0.120		0.0804		0.0000		3961.808		1.719		0.300		0.402084		1.000
0.130		0.0841		0.0000		3961.804		1.722		0.325		0.420673		1.040
0.140		0.0877		0.0000		3961.801		1.726		0.350		0.438575		1.080
0.152		0.0912		0.0000		3961.797		1.729		0.380		0.455787		1.120
0.164		0.0943		0.0000		3961.794		1.733		0.410		0.471623		1.160
0.174		0.0975		0.0000		3961.791		1.736		0.435		0.487458		1.200
0.186		0.1008		0.0000		3961.788		1.739		0.465		0.503982		1.240
0.198		0.1041		0.0000		3961.784		1.742		0.495		0.520507		1.280
