数据量:1594
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0019		0.0000		876.933		1.543		0.025		0.009639		0.040
0.010		0.0050		0.0000		876.930		1.546		0.025		0.024786		0.080
0.012		0.0084		0.0000		876.927		1.549		0.030		0.041998		0.120
0.012		0.0116		0.0000		876.924		1.552		0.030		0.057834		0.160
0.014		0.0147		0.0000		876.920		1.555		0.035		0.073669		0.200
0.016		0.0180		0.0000		876.917		1.559		0.040		0.090193		0.240
0.018		0.0212		0.0000		876.914		1.562		0.045		0.106029		0.280
0.020		0.0246		0.0000		876.910		1.565		0.050		0.123241		0.320
0.022		0.0284		0.0000		876.907		1.569		0.055		0.141830		0.360
0.026		0.0321		0.0000		876.903		1.573		0.065		0.160420		0.400
0.030		0.0353		0.0000		876.900		1.576		0.075		0.176256		0.440
0.032		0.0384		0.0000		876.897		1.579		0.080		0.192091		0.480
0.036		0.0417		0.0000		876.893		1.582		0.090		0.208615		0.520
0.040		0.0449		0.0000		876.890		1.585		0.100		0.224451		0.560
0.044		0.0482		0.0000		876.887		1.589		0.110		0.240975		0.600
0.048		0.0514		0.0000		876.884		1.592		0.120		0.256810		0.640
0.052		0.0547		0.0000		876.880		1.595		0.130		0.273334		0.680
0.058		0.0580		0.0000		876.877		1.599		0.145		0.289858		0.720
0.064		0.0617		0.0000		876.873		1.602		0.160		0.308447		0.760
0.070		0.0653		0.0000		876.870		1.606		0.175		0.326349		0.800
0.076		0.0687		0.0000		876.866		1.609		0.190		0.343561		0.840
0.084		0.0719		0.0000		876.863		1.612		0.210		0.359397		0.880
0.092		0.0750		0.0000		876.860		1.616		0.230		0.375232		0.920
0.098		0.0784		0.0000		876.857		1.619		0.245		0.391756		0.960
0.106		0.0817		0.0000		876.853		1.622		0.265		0.408280		1.000
0.116		0.0848		0.0000		876.850		1.625		0.290		0.424116		1.040
0.124		0.0880		0.0000		876.847		1.629		0.310		0.439951		1.080
0.134		0.0913		0.0000		876.844		1.632		0.335		0.456475		1.120
0.144		0.0949		0.0000		876.840		1.635		0.360		0.474376		1.160
0.154		0.0986		0.0000		876.836		1.639		0.385		0.492966		1.200
0.166		0.1020		0.0000		876.833		1.643		0.415		0.510178		1.240
0.180		0.1053		0.0000		876.830		1.646		0.450		0.526702		1.280
0.192		0.1085		0.0000		876.827		1.649		0.480		0.542538		1.320
0.202		0.1117		0.0000		876.823		1.652		0.505		0.558373		1.360
0.214		0.1150		0.0000		876.820		1.656		0.535		0.574897		1.400
0.226		0.1181		0.0000		876.817		1.659		0.565		0.590733		1.440
0.240		0.1215		0.0000		876.814		1.662		0.600		0.607257		1.480
0.252		0.1246		0.0000		876.810		1.665		0.630		0.623092		1.520
0.266		0.1281		0.0000		876.807		1.669		0.665		0.640305		1.560
0.278		0.1318		0.0000		876.803		1.672		0.695		0.658894		1.600
0.292		0.1354		0.0000		876.800		1.676		0.730		0.676795		1.640
0.306		0.1387		0.0000		876.796		1.679		0.765		0.693319		1.680
0.320		0.1418		0.0000		876.793		1.682		0.800		0.709155		1.720
0.334		0.1451		0.0000		876.790		1.686		0.835		0.725679		1.760
0.346		0.1484		0.0000		876.787		1.689		0.865		0.742203		1.800
0.358		0.1516		0.0000		876.783		1.692		0.895		0.758038		1.840
0.370		0.1548		0.0000		876.780		1.695		0.925		0.773874		1.880
0.384		0.1581		0.0000		876.777		1.699		0.960		0.790398		1.920
0.402		0.1614		0.0000		876.774		1.702		1.005		0.806922		1.960
0.418		0.1651		0.0000		876.770		1.706		1.045		0.825511		2.000
0.438		0.1687		0.0000		876.766		1.709		1.095		0.843412		2.040
0.460		0.1720		0.0000		876.763		1.713		1.150		0.859936		2.080
0.480		0.1753		0.0000		876.760		1.716		1.200		0.876460		2.120
0.498		0.1785		0.0000		876.757		1.719		1.245		0.892296		2.160
0.516		0.1818		0.0000		876.753		1.722		1.290		0.908819		2.200
0.534		0.1849		0.0000		876.750		1.726		1.335		0.924655		2.240
0.554		0.1882		0.0000		876.747		1.729		1.385		0.941179		2.280
0.570		0.1914		0.0000		876.744		1.732		1.425		0.957015		2.320
0.588		0.1947		0.0000		876.740		1.735		1.470		0.973539		2.360
0.606		0.1983		0.0000		876.737		1.739		1.515		0.991440		2.400
0.624		0.2019		0.0000		876.733		1.742		1.560		1.009341		2.440
0.640		0.2054		0.0000		876.730		1.746		1.600		1.027242		2.480
0.656		0.2088		0.0000		876.726		1.749		1.640		1.043766		2.520
0.672		0.2119		0.0000		876.723		1.753		1.680		1.059601		2.560
0.686		0.2151		0.0000		876.720		1.756		1.715		1.075436		2.600
0.702		0.2184		0.0000		876.717		1.759		1.755		1.091961		2.640
0.720		0.2216		0.0000		876.714		1.762		1.800		1.107796		2.680
0.740		0.2249		0.0000		876.710		1.765		1.850		1.124320		2.720
0.758		0.2280		0.0000		876.707		1.769		1.895		1.140156		2.760
0.778		0.2316		0.0000		876.703		1.772		1.945		1.158057		2.800
0.798		0.2352		0.0000		876.700		1.776		1.995		1.175958		2.840
0.820		0.2389		0.0000		876.696		1.779		2.050		1.194547		2.880
0.844		0.2421		0.0000		876.693		1.783		2.110		1.210383		2.920
0.866		0.2452		0.0000		876.690		1.786		2.165		1.226218		2.960
0.886		0.2485		0.0000		876.687		1.789		2.215		1.242742		3.000
0.906		0.2517		0.0000		876.683		1.792		2.265		1.258578		3.040
0.928		0.2550		0.0000		876.680		1.796		2.320		1.275102		3.080
0.950		0.2582		0.0000		876.677		1.799		2.375		1.290937		3.120
0.970		0.2615		0.0000		876.674		1.802		2.425		1.307461		3.160
0.992		0.2648		0.0000		876.670		1.805		2.480		1.323985		3.200
1.016		0.2685		0.0000		876.667		1.809		2.540		1.342575		3.240
1.040		0.2721		0.0000		876.663		1.813		2.600		1.360476		3.280
1.064		0.2755		0.0000		876.660		1.816		2.660		1.377688		3.320
1.090		0.2787		0.0000		876.656		1.819		2.725		1.393524		3.360
1.114		0.2819		0.0000		876.653		1.822		2.785		1.409359		3.400
1.138		0.2852		0.0000		876.650		1.826		2.845		1.425883		3.440
1.160		0.2883		0.0000		876.647		1.829		2.900		1.441719		3.480
1.184		0.2916		0.0000		876.643		1.832		2.960		1.458243		3.520
1.208		0.2948		0.0000		876.640		1.835		3.020		1.474078		3.560
1.232		0.2981		0.0000		876.637		1.839		3.080		1.490602		3.600
1.260		0.3017		0.0000		876.633		1.842		3.150		1.508503		3.640
1.288		0.3054		0.0000		876.630		1.846		3.220		1.527092		3.680
1.320		0.3089		0.0000		876.626		1.849		3.300		1.544305		3.720
1.352		0.3120		0.0000		876.623		1.853		3.380		1.560141		3.760
1.382		0.3153		0.0000		876.620		1.856		3.455		1.576664		3.800
1.410		0.3185		0.0000		876.617		1.859		3.525		1.592500		3.840
1.438		0.3218		0.0000		876.613		1.862		3.595		1.609024		3.880
1.466		0.3250		0.0000		876.610		1.866		3.665		1.624860		3.920
1.492		0.3283		0.0000		876.607		1.869		3.730		1.641384		3.960
1.520		0.3314		0.0000		876.604		1.872		3.800		1.657220		4.000
1.548		0.3349		0.0000		876.600		1.875		3.870		1.674432		4.040
1.576		0.3386		0.0000		876.596		1.879		3.940		1.693021		4.080
1.608		0.3422		0.0000		876.593		1.883		4.020		1.710922		4.120
1.642		0.3455		0.0000		876.590		1.886		4.105		1.727446		4.160
1.674		0.3488		0.0000		876.586		1.889		4.185		1.743971		4.200
1.704		0.3520		0.0000		876.583		1.893		4.260		1.759806		4.240
1.732		0.3551		0.0000		876.580		1.896		4.330		1.775641		4.280
1.762		0.3584		0.0000		876.577		1.899		4.405		1.792165		4.320
1.792		0.3616		0.0000		876.573		1.902		4.480		1.808001		4.360
1.822		0.3648		0.0000		876.570		1.905		4.555		1.823836		4.400
1.852		0.3681		0.0000		876.567		1.909		4.630		1.840360		4.440
1.882		0.3718		0.0000		876.563		1.912		4.705		1.858950		4.480
1.914		0.3756		0.0000		876.559		1.916		4.785		1.878228		4.520
1.948		0.3790		0.0000		876.556		1.920		4.870		1.894752		4.560
1.984		0.3821		0.0000		876.553		1.923		4.960		1.910587		4.600
2.014		0.3853		0.0000		876.550		1.926		5.035		1.926423		4.640
2.044		0.3886		0.0000		876.546		1.929		5.110		1.942947		4.680
2.074		0.3918		0.0000		876.543		1.932		5.185		1.958782		4.720
2.104		0.3951		0.0000		876.540		1.936		5.260		1.975306		4.760
2.136		0.3982		0.0000		876.537		1.939		5.340		1.991142		4.800
2.168		0.4015		0.0000		876.534		1.942		5.420		2.007666		4.840
2.198		0.4051		0.0000		876.530		1.946		5.495		2.025567		4.880
2.232		0.4088		0.0000		876.526		1.949		5.580		2.044156		4.920
2.266		0.4123		0.0000		876.523		1.953		5.665		2.061369		4.960
2.302		0.4156		0.0000		876.519		1.956		5.755		2.077893		5.000
2.336		0.4187		0.0000		876.516		1.959		5.840		2.093728		5.040
2.366		0.4219		0.0000		876.513		1.963		5.915		2.109564		5.080
2.398		0.4252		0.0000		876.510		1.966		5.995		2.126088		5.120
2.428		0.4284		0.0000		876.507		1.969		6.070		2.141923		5.160
2.460		0.4316		0.0000		876.503		1.972		6.150		2.157758		5.200
2.490		0.4347		0.0000		876.500		1.975		6.225		2.173594		5.240
2.520		0.4383		0.0000		876.497		1.979		6.300		2.191495		5.280
2.554		0.4420		0.0000		876.493		1.983		6.385		2.210085		5.320
2.590		0.4457		0.0000		876.489		1.986		6.475		2.228674		5.360
2.628		0.4489		0.0000		876.486		1.989		6.570		2.244509		5.400
2.662		0.4521		0.0000		876.483		1.993		6.655		2.260345		5.440
2.694		0.4554		0.0000		876.480		1.996		6.735		2.276869		5.480
2.724		0.4585		0.0000		876.477		1.999		6.810		2.292705		5.520
2.756		0.4618		0.0000		876.473		2.002		6.890		2.309228		5.560
2.788		0.4650		0.0000		876.470		2.006		6.970		2.325064		5.600
2.820		0.4682		0.0000		876.467		2.009		7.050		2.340900		5.640
2.850		0.4716		0.0000		876.463		2.012		7.125		2.358112		5.680
2.882		0.4753		0.0000		876.460		2.016		7.205		2.376702		5.720
2.918		0.4789		0.0000		876.456		2.020		7.295		2.394602		5.760
2.954		0.4824		0.0000		876.453		2.023		7.385		2.411815		5.800
2.992		0.4855		0.0000		876.450		2.026		7.480		2.427651		5.840
3.026		0.4887		0.0000		876.446		2.029		7.565		2.443486		5.880
3.058		0.4920		0.0000		876.443		2.033		7.645		2.460010		5.920
3.090		0.4952		0.0000		876.440		2.036		7.725		2.475846		5.960
3.122		0.4983		0.0000		876.437		2.039		7.805		2.491682		6.000
3.152		0.5015		0.0000		876.434		2.042		7.880		2.507516		6.040
3.184		0.5048		0.0000		876.430		2.045		7.960		2.524041		6.080
3.216		0.5085		0.0000		876.427		2.049		8.040		2.542630		6.120
3.248		0.5122		0.0000		876.423		2.053		8.120		2.561220		6.160
3.286		0.5158		0.0000		876.419		2.056		8.215		2.579120		6.200
3.324		0.5190		0.0000		876.416		2.060		8.310		2.594956		6.240
3.358		0.5220		0.0000		876.413		2.063		8.395		2.610103		6.280
3.388		0.5253		0.0000		876.410		2.066		8.470		2.626628		6.320
3.418		0.5286		0.0000		876.406		2.069		8.545		2.643151		6.360
3.450		0.5318		0.0000		876.403		2.072		8.625		2.658987		6.400
3.482		0.5350		0.0000		876.400		2.076		8.705		2.674823		6.440
3.512		0.5383		0.0000		876.397		2.079		8.780		2.691346		6.480
3.544		0.5417		0.0000		876.393		2.082		8.860		2.708559		6.520
3.576		0.5454		0.0000		876.390		2.086		8.940		2.727149		6.560
3.610		0.5491		0.0000		876.386		2.090		9.025		2.745738		6.600
3.648		0.5523		0.0000		876.383		2.093		9.120		2.761574		6.640
3.682		0.5555		0.0000		876.380		2.096		9.205		2.777408		6.680
3.712		0.5588		0.0000		876.376		2.099		9.280		2.793933		6.720
3.740		0.5620		0.0000		876.373		2.103		9.350		2.809768		6.760
3.770		0.5651		0.0000		876.370		2.106		9.425		2.825603		6.800
3.800		0.5684		0.0000		876.367		2.109		9.500		2.842128		6.840
3.830		0.5716		0.0000		876.363		2.112		9.575		2.857963		6.880
3.862		0.5750		0.0000		876.360		2.116		9.655		2.875175		6.920
3.892		0.5788		0.0000		876.356		2.119		9.730		2.893765		6.960
3.926		0.5825		0.0000		876.353		2.123		9.815		2.912354		7.000
3.962		0.5858		0.0000		876.349		2.126		9.905		2.928879		7.040
3.998		0.5889		0.0000		876.346		2.130		9.995		2.944714		7.080
4.028		0.5921		0.0000		876.343		2.133		10.070		2.960550		7.120
4.056		0.5954		0.0000		876.340		2.136		10.140		2.977073		7.160
4.086		0.5986		0.0000		876.336		2.139		10.215		2.992909		7.200
