数据量:1099
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0007		0.0000		3961.972		2.383		0.025		0.003443		0.040
0.010		0.0040		0.0000		3961.969		2.387		0.025		0.019966		0.080
0.012		0.0072		0.0000		3961.966		2.390		0.030		0.035802		0.120
0.012		0.0103		0.0000		3961.963		2.393		0.030		0.051638		0.160
0.014		0.0136		0.0000		3961.959		2.396		0.035		0.068161		0.200
0.016		0.0168		0.0000		3961.956		2.400		0.040		0.083997		0.240
0.016		0.0201		0.0000		3961.953		2.403		0.040		0.100521		0.280
0.018		0.0233		0.0000		3961.950		2.406		0.045		0.116357		0.320
0.020		0.0267		0.0000		3961.947		2.409		0.050		0.133569		0.360
0.022		0.0303		0.0000		3961.943		2.413		0.055		0.151470		0.400
0.024		0.0339		0.0000		3961.939		2.417		0.060		0.169371		0.440
0.026		0.0373		0.0000		3961.936		2.420		0.065		0.186584		0.480
0.030		0.0406		0.0000		3961.933		2.423		0.075		0.203108		0.520
0.032		0.0438		0.0000		3961.929		2.427		0.080		0.218943		0.560
0.034		0.0471		0.0000		3961.926		2.430		0.085		0.235467		0.600
0.038		0.0503		0.0000		3961.923		2.433		0.095		0.251303		0.640
0.040		0.0534		0.0000		3961.920		2.436		0.100		0.267138		0.680
0.044		0.0567		0.0000		3961.917		2.439		0.110		0.283662		0.720
0.048		0.0599		0.0000		3961.913		2.443		0.120		0.299498		0.760
0.050		0.0635		0.0000		3961.910		2.446		0.125		0.317398		0.800
0.054		0.0672		0.0000		3961.906		2.450		0.135		0.335988		0.840
0.058		0.0708		0.0000		3961.902		2.454		0.145		0.353889		0.880
0.062		0.0739		0.0000		3961.899		2.457		0.155		0.369725		0.920
0.066		0.0771		0.0000		3961.896		2.460		0.165		0.385560		0.960
0.072		0.0804		0.0000		3961.893		2.463		0.180		0.402085		1.000
0.076		0.0836		0.0000		3961.890		2.466		0.190		0.417919		1.040
0.080		0.0869		0.0000		3961.886		2.470		0.200		0.434444		1.080
0.084		0.0901		0.0000		3961.883		2.473		0.210		0.450280		1.120
0.090		0.0934		0.0000		3961.880		2.476		0.225		0.466803		1.160
0.096		0.0968		0.0000		3961.876		2.480		0.240		0.484016		1.200
0.100		0.1004		0.0000		3961.873		2.483		0.250		0.501916		1.240
0.108		0.1041		0.0000		3961.869		2.487		0.270		0.520506		1.280
0.114		0.1073		0.0000		3961.866		2.490		0.285		0.536342		1.320
0.122		0.1106		0.0000		3961.863		2.493		0.305		0.552865		1.360
0.128		0.1137		0.0000		3961.859		2.497		0.320		0.568701		1.400
0.134		0.1170		0.0000		3961.856		2.500		0.335		0.585226		1.440
0.142		0.1203		0.0000		3961.853		2.503		0.355		0.601749		1.480
0.150		0.1235		0.0000		3961.850		2.506		0.375		0.617585		1.520
0.158		0.1267		0.0000		3961.846		2.509		0.395		0.633420		1.560
0.166		0.1300		0.0000		3961.843		2.513		0.415		0.649945		1.600
0.174		0.1337		0.0000		3961.840		2.516		0.435		0.668534		1.640
0.182		0.1374		0.0000		3961.836		2.520		0.455		0.687124		1.680
0.194		0.1407		0.0000		3961.833		2.523		0.485		0.703647		1.720
0.204		0.1439		0.0000		3961.829		2.527		0.510		0.719483		1.760
0.212		0.1472		0.0000		3961.826		2.530		0.530		0.736006		1.800
0.222		0.1504		0.0000		3961.823		2.533		0.555		0.751842		1.840
0.230		0.1537		0.0000		3961.820		2.536		0.575		0.768366		1.880
0.240		0.1568		0.0000		3961.816		2.540		0.600		0.784202		1.920
0.250		0.1601		0.0000		3961.813		2.543		0.625		0.800725		1.960
0.260		0.1635		0.0000		3961.810		2.546		0.650		0.817250		2.000
0.270		0.1669		0.0000		3961.806		2.550		0.675		0.834463		2.040
0.282		0.1705		0.0000		3961.803		2.553		0.705		0.852363		2.080
0.292		0.1741		0.0000		3961.799		2.557		0.730		0.870265		2.120
0.304		0.1774		0.0000		3961.796		2.560		0.760		0.886788		2.160
0.314		0.1805		0.0000		3961.793		2.563		0.785		0.902624		2.200
0.324		0.1838		0.0000		3961.789		2.567		0.810		0.919148		2.240
0.332		0.1871		0.0000		3961.786		2.570		0.830		0.935671		2.280
0.344		0.1903		0.0000		3961.783		2.573		0.860		0.951507		2.320
0.354		0.1935		0.0000		3961.780		2.576		0.885		0.967343		2.360
0.364		0.1968		0.0000		3961.776		2.580		0.910		0.983866		2.400
0.376		0.2002		0.0000		3961.773		2.583		0.940		1.001079		2.440
0.388		0.2039		0.0000		3961.769		2.587		0.970		1.019669		2.480
0.402		0.2075		0.0000		3961.766		2.590		1.005		1.037570		2.520
0.416		0.2107		0.0000		3961.762		2.593		1.040		1.053405		2.560
0.430		0.2140		0.0000		3961.759		2.597		1.075		1.069930		2.600
0.442		0.2172		0.0000		3961.756		2.600		1.105		1.085764		2.640
0.456		0.2205		0.0000		3961.753		2.603		1.140		1.102289		2.680
0.470		0.2236		0.0000		3961.750		2.606		1.175		1.118125		2.720
0.482		0.2269		0.0000		3961.746		2.610		1.205		1.134648		2.760
0.496		0.2301		0.0000		3961.743		2.613		1.240		1.150484		2.800
0.510		0.2335		0.0000		3961.740		2.616		1.275		1.167697		2.840
0.522		0.2371		0.0000		3961.736		2.620		1.305		1.185597		2.880
0.538		0.2407		0.0000		3961.732		2.623		1.345		1.203499		2.920
0.552		0.2441		0.0000		3961.729		2.627		1.380		1.220710		2.960
0.568		0.2473		0.0000		3961.726		2.630		1.420		1.236546		3.000
0.582		0.2506		0.0000		3961.723		2.633		1.455		1.253071		3.040
0.596		0.2538		0.0000		3961.719		2.637		1.490		1.268905		3.080
0.610		0.2571		0.0000		3961.716		2.640		1.525		1.285430		3.120
0.622		0.2603		0.0000		3961.713		2.643		1.555		1.301265		3.160
0.634		0.2636		0.0000		3961.710		2.646		1.585		1.317790		3.200
0.646		0.2667		0.0000		3961.707		2.649		1.615		1.333625		3.240
0.658		0.2704		0.0000		3961.703		2.653		1.645		1.352215		3.280
0.670		0.2740		0.0000		3961.699		2.657		1.675		1.370115		3.320
0.686		0.2776		0.0000		3961.696		2.660		1.715		1.388016		3.360
0.702		0.2808		0.0000		3961.692		2.664		1.755		1.403852		3.400
0.716		0.2839		0.0000		3961.689		2.667		1.790		1.419687		3.440
0.730		0.2872		0.0000		3961.686		2.670		1.825		1.436211		3.480
0.744		0.2904		0.0000		3961.683		2.673		1.860		1.452047		3.520
0.758		0.2937		0.0000		3961.679		2.676		1.895		1.468570		3.560
0.774		0.2969		0.0000		3961.676		2.680		1.935		1.484406		3.600
0.788		0.3002		0.0000		3961.673		2.683		1.970		1.500931		3.640
0.804		0.3036		0.0000		3961.670		2.686		2.010		1.518142		3.680
0.820		0.3072		0.0000		3961.666		2.690		2.050		1.536044		3.720
0.836		0.3109		0.0000		3961.662		2.694		2.090		1.554633		3.760
0.854		0.3141		0.0000		3961.659		2.697		2.135		1.570469		3.800
0.872		0.3174		0.0000		3961.656		2.700		2.180		1.586993		3.840
0.888		0.3206		0.0000		3961.653		2.703		2.220		1.602829		3.880
0.904		0.3239		0.0000		3961.649		2.707		2.260		1.619352		3.920
0.920		0.3270		0.0000		3961.646		2.710		2.300		1.635188		3.960
0.936		0.3303		0.0000		3961.643		2.713		2.340		1.651711		4.000
0.954		0.3335		0.0000		3961.640		2.716		2.385		1.667547		4.040
0.970		0.3370		0.0000		3961.636		2.720		2.425		1.684760		4.080
0.988		0.3405		0.0000		3961.633		2.723		2.470		1.702660		4.120
1.008		0.3442		0.0000		3961.629		2.727		2.520		1.721250		4.160
1.028		0.3476		0.0000		3961.626		2.730		2.570		1.737775		4.200
1.048		0.3507		0.0000		3961.623		2.733		2.620		1.753609		4.240
1.066		0.3539		0.0000		3961.619		2.737		2.665		1.769445		4.280
1.084		0.3572		0.0000		3961.616		2.740		2.710		1.785970		4.320
1.102		0.3605		0.0000		3961.613		2.743		2.755		1.802493		4.360
1.120		0.3637		0.0000		3961.610		2.746		2.800		1.818329		4.400
1.140		0.3670		0.0000		3961.606		2.750		2.850		1.834853		4.440
1.158		0.3703		0.0000		3961.603		2.753		2.895		1.851376		4.480
1.178		0.3737		0.0000		3961.599		2.756		2.945		1.868589		4.520
1.200		0.3774		0.0000		3961.596		2.760		3.000		1.887178		4.560
1.224		0.3809		0.0000		3961.592		2.764		3.060		1.904391		4.600
1.248		0.3842		0.0000		3961.589		2.767		3.120		1.920916		4.640
1.270		0.3874		0.0000		3961.586		2.770		3.175		1.936750		4.680
1.290		0.3907		0.0000		3961.583		2.773		3.225		1.953275		4.720
1.312		0.3938		0.0000		3961.579		2.777		3.280		1.969110		4.760
1.334		0.3971		0.0000		3961.576		2.780		3.335		1.985635		4.800
1.354		0.4003		0.0000		3961.573		2.783		3.385		2.001470		4.840
1.376		0.4035		0.0000		3961.570		2.786		3.440		2.017305		4.880
1.398		0.4069		0.0000		3961.566		2.790		3.495		2.034518		4.920
1.422		0.4106		0.0000		3961.562		2.793		3.555		2.053107		4.960
1.448		0.4143		0.0000		3961.559		2.797		3.620		2.071697		5.000
1.474		0.4176		0.0000		3961.556		2.800		3.685		2.088221		5.040
1.498		0.4208		0.0000		3961.552		2.804		3.745		2.104056		5.080
1.520		0.4240		0.0000		3961.549		2.807		3.800		2.119892		5.120
1.542		0.4271		0.0000		3961.546		2.810		3.855		2.135727		5.160
1.564		0.4305		0.0000		3961.543		2.813		3.910		2.152251		5.200
1.588		0.4336		0.0000		3961.540		2.816		3.970		2.168087		5.240
1.610		0.4369		0.0000		3961.536		2.820		4.025		2.184610		5.280
1.632		0.4402		0.0000		3961.533		2.823		4.080		2.201135		5.320
1.656		0.4439		0.0000		3961.529		2.827		4.140		2.219725		5.360
1.682		0.4477		0.0000		3961.526		2.830		4.205		2.238314		5.400
1.708		0.4510		0.0000		3961.522		2.834		4.270		2.254838		5.440
1.732		0.4541		0.0000		3961.519		2.837		4.330		2.270674		5.480
1.756		0.4574		0.0000		3961.516		2.840		4.390		2.287197		5.520
1.778		0.4606		0.0000		3961.513		2.843		4.445		2.303033		5.560
1.800		0.4639		0.0000		3961.509		2.847		4.500		2.319556		5.600
1.824		0.4671		0.0000		3961.506		2.850		4.560		2.335392		5.640
1.846		0.4702		0.0000		3961.503		2.853		4.615		2.351228		5.680
1.868		0.4736		0.0000		3961.500		2.856		4.670		2.367752		5.720
1.892		0.4771		0.0000		3961.496		2.860		4.730		2.385653		5.760
1.918		0.4810		0.0000		3961.492		2.864		4.795		2.404931		5.800
1.944		0.4844		0.0000		3961.489		2.867		4.860		2.422143		5.840
1.972		0.4876		0.0000		3961.486		2.870		4.930		2.437979		5.880
1.996		0.4908		0.0000		3961.482		2.874		4.990		2.453815		5.920
