数据量:688
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0014		0.0000		3962.085		1.652		0.025		0.006886		0.040
0.010		0.0048		0.0000		3962.082		1.655		0.025		0.024098		0.080
0.010		0.0085		0.0000		3962.078		1.659		0.025		0.042687		0.120
0.010		0.0121		0.0000		3962.074		1.663		0.025		0.060588		0.160
0.010		0.0153		0.0000		3962.071		1.666		0.025		0.076424		0.200
0.010		0.0186		0.0000		3962.068		1.669		0.025		0.092948		0.240
0.010		0.0218		0.0000		3962.065		1.672		0.025		0.108783		0.280
0.010		0.0251		0.0000		3962.062		1.676		0.025		0.125307		0.320
0.010		0.0282		0.0000		3962.058		1.679		0.025		0.141143		0.360
0.010		0.0314		0.0000		3962.055		1.682		0.025		0.156978		0.400
0.012		0.0347		0.0000		3962.052		1.685		0.030		0.173503		0.440
0.012		0.0381		0.0000		3962.049		1.689		0.030		0.190715		0.480
0.012		0.0419		0.0000		3962.045		1.692		0.030		0.209304		0.520
0.012		0.0454		0.0000		3962.041		1.696		0.030		0.227205		0.560
0.012		0.0487		0.0000		3962.038		1.699		0.030		0.243729		0.600
0.012		0.0519		0.0000		3962.035		1.703		0.030		0.259565		0.640
0.012		0.0551		0.0000		3962.031		1.706		0.030		0.275400		0.680
0.012		0.0584		0.0000		3962.028		1.709		0.030		0.291924		0.720
0.014		0.0617		0.0000		3962.025		1.712		0.035		0.308448		0.760
0.014		0.0649		0.0000		3962.022		1.715		0.035		0.324284		0.800
0.014		0.0680		0.0000		3962.019		1.719		0.035		0.340119		0.840
0.014		0.0715		0.0000		3962.015		1.722		0.035		0.357332		0.880
0.014		0.0750		0.0000		3962.012		1.726		0.035		0.375233		0.920
0.014		0.0786		0.0000		3962.008		1.729		0.035		0.393134		0.960
0.014		0.0821		0.0000		3962.005		1.733		0.035		0.410346		1.000
0.016		0.0854		0.0000		3962.001		1.736		0.040		0.426871		1.040
0.016		0.0885		0.0000		3961.998		1.739		0.040		0.442706		1.080
0.016		0.0918		0.0000		3961.995		1.742		0.040		0.459230		1.120
0.016		0.0950		0.0000		3961.992		1.746		0.040		0.475065		1.160
0.018		0.0982		0.0000		3961.989		1.749		0.045		0.490901		1.200
0.018		0.1015		0.0000		3961.985		1.752		0.045		0.507425		1.240
0.018		0.1048		0.0000		3961.982		1.755		0.045		0.523949		1.280
0.018		0.1082		0.0000		3961.979		1.759		0.045		0.541161		1.320
0.020		0.1120		0.0000		3961.975		1.763		0.050		0.559751		1.360
0.020		0.1155		0.0000		3961.971		1.766		0.050		0.577652		1.400
0.020		0.1188		0.0000		3961.968		1.769		0.050		0.594176		1.440
0.022		0.1219		0.0000		3961.965		1.772		0.055		0.609323		1.480
0.022		0.1252		0.0000		3961.961		1.776		0.055		0.625847		1.520
0.022		0.1285		0.0000		3961.958		1.779		0.055		0.642371		1.560
0.022		0.1316		0.0000		3961.955		1.782		0.055		0.658206		1.600
0.024		0.1348		0.0000		3961.952		1.785		0.060		0.674042		1.640
0.024		0.1381		0.0000		3961.948		1.789		0.060		0.690566		1.680
0.026		0.1416		0.0000		3961.945		1.792		0.065		0.707778		1.720
0.026		0.1451		0.0000		3961.942		1.796		0.065		0.725679		1.760
0.028		0.1489		0.0000		3961.938		1.799		0.070		0.744269		1.800
0.028		0.1522		0.0000		3961.935		1.803		0.070		0.760793		1.840
0.030		0.1553		0.0000		3961.931		1.806		0.075		0.776628		1.880
0.032		0.1586		0.0000		3961.928		1.809		0.080		0.793152		1.920
0.032		0.1618		0.0000		3961.925		1.812		0.080		0.808988		1.960
0.034		0.1651		0.0000		3961.922		1.816		0.085		0.825512		2.000
0.036		0.1683		0.0000		3961.918		1.819		0.090		0.841348		2.040
0.038		0.1714		0.0000		3961.915		1.822		0.095		0.857183		2.080
0.040		0.1749		0.0000		3961.912		1.825		0.100		0.874395		2.120
0.040		0.1785		0.0000		3961.908		1.829		0.100		0.892296		2.160
0.042		0.1822		0.0000		3961.905		1.833		0.105		0.910886		2.200
0.046		0.1855		0.0000		3961.901		1.836		0.115		0.927410		2.240
0.048		0.1888		0.0000		3961.898		1.839		0.120		0.943934		2.280
0.050		0.1920		0.0000		3961.895		1.843		0.125		0.959769		2.320
0.052		0.1953		0.0000		3961.891		1.846		0.130		0.976293		2.360
0.054		0.1984		0.0000		3961.888		1.849		0.135		0.992129		2.400
0.056		0.2016		0.0000		3961.885		1.852		0.140		1.007964		2.440
0.060		0.2049		0.0000		3961.882		1.856		0.150		1.024488		2.480
0.062		0.2081		0.0000		3961.879		1.859		0.155		1.040324		2.520
0.064		0.2116		0.0000		3961.875		1.862		0.160		1.058225		2.560
0.068		0.2154		0.0000		3961.871		1.866		0.170		1.076815		2.600
0.072		0.2188		0.0000		3961.868		1.869		0.180		1.094027		2.640
0.074		0.2221		0.0000		3961.865		1.873		0.185		1.110551		2.680
0.078		0.2254		0.0000		3961.861		1.876		0.195		1.127075		2.720
0.082		0.2286		0.0000		3961.858		1.879		0.205		1.142910		2.760
0.086		0.2319		0.0000		3961.855		1.882		0.215		1.159434		2.800
0.090		0.2351		0.0000		3961.852		1.886		0.225		1.175270		2.840
0.094		0.2382		0.0000		3961.848		1.889		0.235		1.191105		2.880
0.098		0.2415		0.0000		3961.845		1.892		0.245		1.207629		2.920
0.104		0.2450		0.0000		3961.842		1.896		0.260		1.224842		2.960
0.110		0.2485		0.0000		3961.838		1.899		0.275		1.242743		3.000
0.116		0.2523		0.0000		3961.834		1.903		0.290		1.261332		3.040
0.122		0.2556		0.0000		3961.831		1.906		0.305		1.277856		3.080
0.130		0.2587		0.0000		3961.828		1.909		0.325		1.293692		3.120
0.138		0.2619		0.0000		3961.825		1.913		0.345		1.309527		3.160
0.144		0.2652		0.0000		3961.822		1.916		0.360		1.326051		3.200
0.154		0.2684		0.0000		3961.818		1.919		0.385		1.341887		3.240
0.162		0.2717		0.0000		3961.815		1.922		0.405		1.358411		3.280
0.172		0.2750		0.0000		3961.812		1.926		0.430		1.374935		3.320
0.182		0.2783		0.0000		3961.808		1.929		0.455		1.391459		3.360
