数据量:1410
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0012		0.0000		876.982		1.557		0.025		0.006196		0.040
0.010		0.0048		0.0000		876.979		1.560		0.025		0.024098		0.080
0.010		0.0084		0.0000		876.975		1.564		0.025		0.041998		0.120
0.010		0.0121		0.0000		876.971		1.568		0.025		0.060588		0.160
0.010		0.0153		0.0000		876.968		1.571		0.025		0.076423		0.200
0.012		0.0185		0.0000		876.965		1.574		0.030		0.092259		0.240
0.012		0.0218		0.0000		876.962		1.577		0.030		0.108783		0.280
0.012		0.0251		0.0000		876.958		1.581		0.030		0.125307		0.320
0.012		0.0282		0.0000		876.955		1.584		0.030		0.141142		0.360
0.014		0.0314		0.0000		876.952		1.587		0.035		0.156978		0.400
0.014		0.0347		0.0000		876.949		1.590		0.035		0.173502		0.440
0.014		0.0380		0.0000		876.945		1.594		0.035		0.190026		0.480
0.016		0.0417		0.0000		876.942		1.597		0.040		0.208615		0.520
0.016		0.0453		0.0000		876.938		1.601		0.040		0.226516		0.560
0.016		0.0487		0.0000		876.935		1.604		0.040		0.243729		0.600
0.018		0.0519		0.0000		876.932		1.608		0.045		0.259565		0.640
0.018		0.0551		0.0000		876.928		1.611		0.045		0.275400		0.680
0.020		0.0584		0.0000		876.925		1.614		0.050		0.291924		0.720
0.020		0.0617		0.0000		876.922		1.617		0.050		0.308448		0.760
0.020		0.0649		0.0000		876.919		1.620		0.050		0.324283		0.800
0.022		0.0680		0.0000		876.916		1.624		0.055		0.340119		0.840
0.024		0.0713		0.0000		876.912		1.627		0.060		0.356643		0.880
0.024		0.0749		0.0000		876.909		1.631		0.060		0.374544		0.920
0.026		0.0786		0.0000		876.905		1.634		0.065		0.393133		0.960
0.028		0.0821		0.0000		876.901		1.638		0.070		0.410346		1.000
0.030		0.0854		0.0000		876.898		1.641		0.075		0.426870		1.040
0.032		0.0885		0.0000		876.895		1.644		0.080		0.442705		1.080
0.034		0.0918		0.0000		876.892		1.647		0.085		0.459229		1.120
0.036		0.0949		0.0000		876.889		1.650		0.090		0.474376		1.160
0.038		0.0982		0.0000		876.885		1.654		0.095		0.490900		1.200
0.040		0.1015		0.0000		876.882		1.657		0.100		0.507424		1.240
0.044		0.1048		0.0000		876.879		1.660		0.110		0.523948		1.280
0.046		0.1082		0.0000		876.875		1.664		0.115		0.541161		1.320
0.050		0.1118		0.0000		876.872		1.667		0.125		0.559062		1.360
0.054		0.1154		0.0000		876.868		1.671		0.135		0.576963		1.400
0.056		0.1187		0.0000		876.865		1.674		0.140		0.593487		1.440
0.060		0.1219		0.0000		876.862		1.677		0.150		0.609322		1.480
0.064		0.1252		0.0000		876.858		1.681		0.160		0.625846		1.520
0.068		0.1283		0.0000		876.855		1.684		0.170		0.641682		1.560
0.072		0.1316		0.0000		876.852		1.687		0.180		0.658206		1.600
0.076		0.1348		0.0000		876.849		1.690		0.190		0.674042		1.640
0.080		0.1381		0.0000		876.845		1.694		0.200		0.690565		1.680
0.084		0.1414		0.0000		876.842		1.697		0.210		0.707089		1.720
0.090		0.1451		0.0000		876.838		1.701		0.225		0.725679		1.760
0.096		0.1489		0.0000		876.835		1.704		0.240		0.744268		1.800
0.102		0.1522		0.0000		876.831		1.708		0.255		0.760792		1.840
0.108		0.1553		0.0000		876.828		1.711		0.270		0.776628		1.880
0.114		0.1585		0.0000		876.825		1.714		0.285		0.792463		1.920
0.120		0.1617		0.0000		876.822		1.717		0.300		0.808299		1.960
0.128		0.1650		0.0000		876.819		1.721		0.320		0.824823		2.000
0.136		0.1683		0.0000		876.815		1.724		0.340		0.841347		2.040
0.142		0.1714		0.0000		876.812		1.727		0.355		0.857182		2.080
0.152		0.1747		0.0000		876.809		1.730		0.380		0.873706		2.120
0.160		0.1783		0.0000		876.805		1.734		0.400		0.891607		2.160
0.170		0.1820		0.0000		876.802		1.738		0.425		0.910197		2.200
0.180		0.1855		0.0000		876.798		1.741		0.450		0.927410		2.240
0.192		0.1886		0.0000		876.795		1.744		0.480		0.943245		2.280
0.202		0.1920		0.0000		876.792		1.748		0.505		0.959769		2.320
0.212		0.1951		0.0000		876.788		1.751		0.530		0.975604		2.360
0.224		0.1984		0.0000		876.785		1.754		0.560		0.992128		2.400
