数据量:591
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0007		0.0000		877.025		0.905		0.025		0.003443		0.040
0.010		0.0039		0.0000		877.021		0.908		0.025		0.019278		0.080
0.010		0.0072		0.0000		877.018		0.912		0.025		0.035802		0.120
0.010		0.0105		0.0000		877.015		0.915		0.025		0.052326		0.160
0.010		0.0142		0.0000		877.011		0.919		0.025		0.070916		0.200
0.010		0.0178		0.0000		877.007		0.922		0.025		0.088817		0.240
0.012		0.0212		0.0000		877.004		0.926		0.030		0.106029		0.280
0.012		0.0244		0.0000		877.001		0.929		0.030		0.121865		0.320
0.012		0.0275		0.0000		876.998		0.932		0.030		0.137700		0.360
0.012		0.0308		0.0000		876.994		0.935		0.030		0.154224		0.400
0.014		0.0341		0.0000		876.991		0.939		0.035		0.170748		0.440
0.014		0.0373		0.0000		876.988		0.942		0.035		0.186584		0.480
0.014		0.0405		0.0000		876.985		0.945		0.035		0.202419		0.520
0.016		0.0438		0.0000		876.981		0.948		0.040		0.218943		0.560
0.016		0.0474		0.0000		876.978		0.952		0.040		0.236844		0.600
0.018		0.0511		0.0000		876.974		0.956		0.045		0.255434		0.640
0.018		0.0547		0.0000		876.971		0.959		0.045		0.273335		0.680
0.018		0.0578		0.0000		876.967		0.962		0.045		0.289170		0.720
0.020		0.0610		0.0000		876.964		0.965		0.050		0.305006		0.760
0.020		0.0642		0.0000		876.961		0.969		0.050		0.320841		0.800
0.022		0.0675		0.0000		876.958		0.972		0.055		0.337365		0.840
0.022		0.0706		0.0000		876.955		0.975		0.055		0.353201		0.880
0.024		0.0739		0.0000		876.951		0.978		0.060		0.369725		0.920
0.026		0.0771		0.0000		876.948		0.982		0.065		0.385560		0.960
0.026		0.0806		0.0000		876.945		0.985		0.065		0.402773		1.000
0.028		0.0843		0.0000		876.941		0.989		0.070		0.421362		1.040
0.030		0.0880		0.0000		876.937		0.992		0.075		0.439952		1.080
0.032		0.0912		0.0000		876.934		0.996		0.080		0.455787		1.120
0.034		0.0943		0.0000		876.931		0.999		0.085		0.471623		1.160
0.036		0.0976		0.0000		876.928		1.002		0.090		0.488147		1.200
0.038		0.1009		0.0000		876.924		1.005		0.095		0.504671		1.240
0.040		0.1041		0.0000		876.921		1.009		0.100		0.520506		1.280
0.044		0.1073		0.0000		876.918		1.012		0.110		0.536342		1.320
0.046		0.1106		0.0000		876.915		1.015		0.115		0.552866		1.360
0.050		0.1139		0.0000		876.911		1.018		0.125		0.569389		1.400
0.054		0.1176		0.0000		876.908		1.022		0.135		0.587979		1.440
0.058		0.1213		0.0000		876.904		1.026		0.145		0.606568		1.480
0.064		0.1246		0.0000		876.901		1.029		0.160		0.623093		1.520
0.068		0.1278		0.0000		876.897		1.032		0.170		0.638928		1.560
0.072		0.1310		0.0000		876.894		1.035		0.180		0.654764		1.600
0.076		0.1343		0.0000		876.891		1.039		0.190		0.671288		1.640
0.082		0.1374		0.0000		876.888		1.042		0.205		0.687123		1.680
0.086		0.1407		0.0000		876.884		1.045		0.215		0.703647		1.720
