数据量:666
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0007		0.0000		3962.073		2.457		0.025		0.003443		0.040
0.010		0.0039		0.0000		3962.070		2.460		0.025		0.019277		0.080
0.010		0.0072		0.0000		3962.066		2.463		0.025		0.035802		0.120
0.010		0.0103		0.0000		3962.063		2.466		0.025		0.051637		0.160
0.010		0.0136		0.0000		3962.060		2.470		0.025		0.068161		0.200
0.010		0.0168		0.0000		3962.057		2.473		0.025		0.083997		0.240
0.010		0.0200		0.0000		3962.053		2.476		0.025		0.099832		0.280
0.010		0.0233		0.0000		3962.050		2.479		0.025		0.116357		0.320
0.010		0.0270		0.0000		3962.047		2.483		0.025		0.134946		0.360
0.012		0.0306		0.0000		3962.043		2.487		0.030		0.152847		0.400
0.012		0.0340		0.0000		3962.040		2.490		0.030		0.170059		0.440
0.012		0.0373		0.0000		3962.036		2.493		0.030		0.186583		0.480
0.012		0.0405		0.0000		3962.033		2.497		0.030		0.202419		0.520
0.012		0.0438		0.0000		3962.030		2.500		0.030		0.218943		0.560
0.012		0.0470		0.0000		3962.027		2.503		0.030		0.234778		0.600
0.012		0.0503		0.0000		3962.023		2.506		0.030		0.251303		0.640
0.014		0.0534		0.0000		3962.020		2.509		0.035		0.267137		0.680
0.014		0.0567		0.0000		3962.017		2.513		0.035		0.283662		0.720
0.014		0.0602		0.0000		3962.013		2.516		0.035		0.300875		0.760
0.014		0.0638		0.0000		3962.010		2.520		0.035		0.318775		0.800
0.014		0.0675		0.0000		3962.006		2.523		0.035		0.337365		0.840
0.014		0.0708		0.0000		3962.003		2.527		0.035		0.353888		0.880
0.014		0.0739		0.0000		3962.000		2.530		0.035		0.369724		0.920
0.016		0.0771		0.0000		3961.996		2.533		0.040		0.385560		0.960
0.016		0.0804		0.0000		3961.993		2.536		0.040		0.402083		1.000
0.016		0.0836		0.0000		3961.990		2.540		0.040		0.417919		1.040
0.016		0.0868		0.0000		3961.987		2.543		0.040		0.433755		1.080
0.016		0.0901		0.0000		3961.983		2.546		0.040		0.450279		1.120
0.016		0.0935		0.0000		3961.980		2.550		0.040		0.467491		1.160
0.018		0.0971		0.0000		3961.977		2.553		0.045		0.485393		1.200
0.018		0.1008		0.0000		3961.973		2.557		0.045		0.503982		1.240
0.018		0.1041		0.0000		3961.969		2.560		0.045		0.520506		1.280
0.020		0.1073		0.0000		3961.966		2.563		0.050		0.536342		1.320
0.020		0.1104		0.0000		3961.963		2.566		0.050		0.552176		1.360
0.020		0.1137		0.0000		3961.960		2.570		0.050		0.568701		1.400
0.020		0.1170		0.0000		3961.957		2.573		0.050		0.585225		1.440
0.020		0.1202		0.0000		3961.953		2.576		0.050		0.601060		1.480
0.022		0.1235		0.0000		3961.950		2.580		0.055		0.617584		1.520
0.022		0.1268		0.0000		3961.947		2.583		0.055		0.634109		1.560
0.022		0.1304		0.0000		3961.943		2.586		0.055		0.652009		1.600
0.024		0.1340		0.0000		3961.939		2.590		0.060		0.669910		1.640
0.024		0.1374		0.0000		3961.936		2.593		0.060		0.687122		1.680
0.024		0.1407		0.0000		3961.933		2.597		0.060		0.703647		1.720
0.026		0.1439		0.0000		3961.930		2.600		0.065		0.719482		1.760
0.026		0.1472		0.0000		3961.926		2.603		0.065		0.736006		1.800
0.026		0.1505		0.0000		3961.923		2.607		0.065		0.752530		1.840
0.028		0.1537		0.0000		3961.920		2.610		0.070		0.768366		1.880
0.028		0.1568		0.0000		3961.917		2.613		0.070		0.784202		1.920
0.030		0.1600		0.0000		3961.914		2.616		0.075		0.800037		1.960
0.030		0.1637		0.0000		3961.910		2.620		0.075		0.818627		2.000
0.032		0.1673		0.0000		3961.906		2.623		0.080		0.836527		2.040
0.034		0.1709		0.0000		3961.903		2.627		0.085		0.854428		2.080
0.036		0.1741		0.0000		3961.899		2.630		0.090		0.870264		2.120
0.038		0.1774		0.0000		3961.896		2.633		0.095		0.886788		2.160
0.040		0.1805		0.0000		3961.893		2.637		0.100		0.902623		2.200
0.042		0.1838		0.0000		3961.890		2.640		0.105		0.919148		2.240
0.044		0.1870		0.0000		3961.886		2.643		0.110		0.934982		2.280
0.046		0.1903		0.0000		3961.883		2.646		0.115		0.951507		2.320
