数据量:1740
试验力		变形		扩展变形		位置		位移		应力		应变		时间
0.010		0.0007		0.0000		3961.909		1.942		0.025		0.003442		0.040
0.010		0.0044		0.0000		3961.905		1.946		0.025		0.022032		0.080
0.012		0.0078		0.0000		3961.902		1.950		0.030		0.039244		0.120
0.014		0.0110		0.0000		3961.898		1.953		0.035		0.055080		0.160
0.016		0.0142		0.0000		3961.895		1.956		0.040		0.070915		0.200
0.016		0.0175		0.0000		3961.892		1.959		0.040		0.087439		0.240
0.018		0.0207		0.0000		3961.889		1.962		0.045		0.103275		0.280
0.020		0.0240		0.0000		3961.885		1.966		0.050		0.119799		0.320
0.024		0.0271		0.0000		3961.882		1.969		0.060		0.135635		0.360
0.026		0.0304		0.0000		3961.879		1.972		0.065		0.152158		0.400
0.030		0.0339		0.0000		3961.875		1.976		0.075		0.169371		0.440
0.032		0.0376		0.0000		3961.872		1.979		0.080		0.187960		0.480
0.036		0.0412		0.0000		3961.868		1.983		0.090		0.205861		0.520
0.042		0.0443		0.0000		3961.865		1.986		0.105		0.221697		0.560
0.046		0.0476		0.0000		3961.862		1.989		0.115		0.238221		0.600
0.050		0.0508		0.0000		3961.859		1.993		0.125		0.254056		0.640
0.056		0.0541		0.0000		3961.855		1.996		0.140		0.270581		0.680
0.062		0.0573		0.0000		3961.852		1.999		0.155		0.286416		0.720
0.068		0.0606		0.0000		3961.849		2.002		0.170		0.302940		0.760
0.074		0.0638		0.0000		3961.846		2.005		0.185		0.318776		0.800
0.080		0.0672		0.0000		3961.842		2.009		0.200		0.335988		0.840
0.088		0.0708		0.0000		3961.839		2.012		0.220		0.353889		0.880
0.096		0.0746		0.0000		3961.835		2.016		0.240		0.373167		0.920
0.104		0.0778		0.0000		3961.832		2.020		0.260		0.389002		0.960
0.114		0.0810		0.0000		3961.828		2.023		0.285		0.404838		1.000
0.122		0.0843		0.0000		3961.825		2.026		0.305		0.421361		1.040
0.132		0.0874		0.0000		3961.822		2.029		0.330		0.437197		1.080
0.142		0.0907		0.0000		3961.819		2.032		0.355		0.453722		1.120
0.152		0.0939		0.0000		3961.815		2.036		0.380		0.469556		1.160
0.162		0.0972		0.0000		3961.812		2.039		0.405		0.486081		1.200
0.174		0.1005		0.0000		3961.809		2.042		0.435		0.502605		1.240
0.186		0.1040		0.0000		3961.805		2.046		0.465		0.519817		1.280
0.200		0.1078		0.0000		3961.802		2.050		0.500		0.539096		1.320
0.214		0.1111		0.0000		3961.798		2.053		0.535		0.555620		1.360
0.228		0.1144		0.0000		3961.795		2.056		0.570		0.572143		1.400
0.242		0.1176		0.0000		3961.792		2.059		0.605		0.587979		1.440
0.254		0.1209		0.0000		3961.789		2.063		0.635		0.604503		1.480
0.268		0.1242		0.0000		3961.785		2.066		0.670		0.621027		1.520
0.282		0.1274		0.0000		3961.782		2.069		0.705		0.636862		1.560
0.298		0.1305		0.0000		3961.779		2.072		0.745		0.652698		1.600
0.312		0.1338		0.0000		3961.776		2.076		0.780		0.669222		1.640
0.326		0.1374		0.0000		3961.772		2.079		0.815		0.687123		1.680
0.340		0.1410		0.0000		3961.768		2.083		0.850		0.705023		1.720
0.356		0.1446		0.0000		3961.765		2.086		0.890		0.722925		1.760
0.370		0.1478		0.0000		3961.762		2.089		0.925		0.738761		1.800
0.384		0.1511		0.0000		3961.758		2.093		0.960		0.755284		1.840
0.400		0.1542		0.0000		3961.755		2.096		1.000		0.771120		1.880
0.418		0.1575		0.0000		3961.752		2.099		1.045		0.787644		1.920
